word	reading
לבכות	livkót
לבן	laván
לבנה	l'vaná
לבנות	livnót
לבנים	l'vaním
לבסוף	l'vasóf
לבסס	levasés
לבקש	l'vakésh
לבריאות	labri'út
לברך	l'varékh
לבש	lavásh
לגבי	l'gabé
לגלות	l'galót
לגמרי	legámre
לגנוב	lignóv
לגשת	lagéshet
לדבר	l'dabér
לדחוף	lidkhóf
לדעת	ladá'at
לדרוש	lidrósh
לה	lah
להט	láhat
להיות	lihyót
להילחם	l'hilakhém
להם	lahém
להן	lahén
להסכים	l'haskím
להפך	l'héfekh
להפריע	l'hafría
להקה	lahaká
להרוג	laharóg
להריח	l'haríakh
להרים	l'harím
להשוות	l'hashvót
להשקות	l'hashkót
לו	lu
לוז	luz
לוח	lúakh
לוחות	lukhót
לוחם	lokhém
לוי	leví
לוין	lavyán
לום	lom
לונדון	lóndon
לזהות	lezahót
לזרוק	lizrók
לח	lakh
לחיות	likhyót
לחייך	l'khayékh
לחיים	lekhayím
לחימה	l'khimá
לחלוטין	lakhalutín
לחם	lékhem
לחן	lákhan
לחפש	l'khapés
לחץ	lákhats
לחשוב	lakhshóv
לי	li
ליבה	libá
ליגה	líga
ליד	l'yád-
לידה	leydá
ליווי	livúy
ליל	láyil
לילה	láyla
לילי	leilí
לימד	liméd
לימוד	limúd
לימודים	limudím
לימים	l'yamím
ליש	láyish
לישון	lishón
לכאורה	likh'orá
לכבוד	likh'vód
לכן	lakhén
לכתוב	likhtóv
ללא	l'ló
ללכת	lalékhet
ללמד	l'laméd
ללמוד	lilmód
לם	lám
למד	lamád
למדה	lomdá
למה	láma
למוד	lamúd
למות	lamút
למחרת	lemokhorát
למטה	lemáta
למידה	l'midá
למכירה	lim'khirá
למעט	l'ma'ét
למעלה	l'mála
למען	l'má'an
למעשה	l'ma'asé
למצוא	limtzó
למרות	lamrót
למשוך	limshókh
למשל	lemashál
לנו	lánu
לנוח	lanúakh
לספר	l'sapér
לעבוד	la'avód
לעבר	l'éver
לעולם	leolám
לעומת	l'umát
לעזוב	la'azóv
לעזור	la'azór
לעיתים	l'itím
לעשות	la'asót
לפחות	l'fakhót
לפי	l'fí-
לפיו	l'fív
לפיכך	l'fikhákh
לפני	lif'néi
לפניו	l'fanáv
לפעמים	lif'amím
לפרוץ	lifróts
לקח	lékakh
לקנות	liknót
לקראת	likrát
לקרוא	liqroʾ
לראות	lir'ót
לרבות	l'rabót
לרדת	larédet
לרוב	laróv
לרוץ	larúts
לשבור	lishbór
לשבת	lashévet
לשוב	lashúv
לשון	lashón
לשחות	liskhót
לשחרר	l'shakhrér
לשים	lasím
לשכנע	l'shakhnéa
לשם	léshem
לשמוע	lishmóa'
לשמור	lishmór
לשעבר	l'she'avár
לשפר	l'shapér
לשתות	lishtót
לתוך	l'tókh
לתמוך	litmókh
לתקן	l'takén
לתת	létet
מאבק	ma'avák
מאגר	ma'agár
מאד	m'ód
מאה	me'á
מאוד	m'ód
מאוחר	m'ukhár
מאושר	m'ushár
מאות	me'ót
מאז	me'áz
מאחור	me'akhór
מאחורי	me'akhoréi
מאחר	meaḥér
מאי	may
מאיר	me'ír
מאכל	ma'akhál
מאמץ	ma'amáts
מאמר	ma'amár
מאסר	ma'asár
מאפיין	me'afyén
מאת	m'át-
מאתיים	matáyim
מבוגר	mevugár
מבחן	mivkhán
מבט	mabát
מבין	mevín
מבלי	miblí
מבנה	mivné
מבצע	mivtsá
מבצעי	mivtsa'i
מבקר	m'vakér
מגדל	migdál
מגוון	migván
מגורים	m'gurím
מגזין	magazín
מגלה	m'gilá
מגן	magén
מגע	magá
מגרש	migrásh
מדבר	midbár
מדברים	m'dab'rím
מדברת	m'dabéret
מדד	madád
מדה	midá
מדהים	madhím
מדובר	medubár
מדוע	madúa
מדורה	m'durá
מדי	midéi
מדינה	m'diná
מדינות	m'dinót
מדיניות	m'diniyút
מדינת	m'dinát
מדע	madá
מדעי	mada'í
מדען	mad'án
מדפסת	madpéset
מדרגה	madregá
מדרגות	madregót
מדריך	madríkh
מה	ma
מהדורה	mahadurá
מהו	máhu
מהיר	mahír
מהירות	m'hirút
מהלך	mahalákh
מהנדס	m'handés
מהפכה	mahpekhá
מהר	mahér
מואר	mu'ár
מוביל	movíl
מוגבל	mugbál
מודה	modé
מודל	modél
מודע	mudá
מודעות	muda'út
מודרני	modérni
מודרנית	modérnit
מוות	mávet
מוזיאון	muze'ón
מוזיקה	múzika
מוזיקת	muzikat-
מוזר	muzár
מוח	móakh
מוחלט	mukhlát
מוט	mot
מוטל	mutál
מוכן	mukhán
מוכר	mukár
מול	mul
מומחה	mumkhé
מונה	moné
מונח	munákh
מוניטין	monitin
מונע	monéa'
מוסד	mosád
מוסיקה	músika
מוסר	musár
מוסרי	musarí
מועד	mo'éd
מועדון	mo'adón
מועמד	mo'omád
מועצה	mo'atsá
מופע	mofá
מוצא	motsá
מוציא	motzí
מוצלח	mutslákh
מוצלחת	mutslákhat
מוצק	mutsák
מוצר	mutsár
מוקדם	muqdɔm
מוקף	mukáf
מור	mór
מורד	moréd
מורה	moré
מורים	morim
מורכב	murkáv
מושב	mosháv
מושג	muság
מושל	moshél
מושלם	mushlám
מות	mávet
מותר	mutár
מזג	mazág
מזג אוויר	mézeg-avír
מזה	mizé
מזוודה	mizvadá
מזווה	m'zavé
מזון	mazón
מזכיר	mazkír
מזל	mazál
מזלג	mazlég
מזמן	miz'mán
מזרח	mizrákh
מזרחי	mizrakhí
מח	móakh
מחאה	m'kha'á
מחבר	m'khabér
מחברת	makhbéret
מחדש	mekhadásh
מחודש	m'khudásh
מחוז	makhóz
מחוזות	m'khozot
מחולק	m'khulák
מחוץ	mikhúts
מחזה	makhazé
מחזור	makhazór
מחיר	mekhír
מחירים	m'chirím
מחלה	makhalá
מחלוקת	makhlóket
מחלקה	makhlaká
מחנה	makhané
מחסום	makhsóm
מחסור	makhsór
מחפש	m'khapés
מחץ	makháts
מחצית	makhatsít
מחקר	mekhkár
מחקרים	mekhkarím
מחר	makhár
מחשב	makhshév
מחשבה	makhshavá
מחשש	mekhashásh
מטבח	mitbákh
מטבע	matbéa
מטה	maté
מטוס	matós
מטען	mit'án
מטר	matár
מטרה	matará
מי	mí
מיד	miyád
מידה	midá
מידע	meidá
מיוחד	meyukhád
מיועד	meyo'ád
מיזוג	mizúg
מיטה	mitá
מייד	miyád
מיידי	miyadí
מייל	méyl
מייסד	m'yaséd
מיכל	meikhál
מילא	milé
מילה	milá
מילואים	milu'ím
מילוי	milúi
מילון	milón
מיליארד	milyárd
מיליון	milyón
מילים	milím
מים	máyim
מימון	mimún
מימוש	mimúsh
מימי	memé
מימן	meimán
מין	min
מינה	miná
מיני	mini
מיניות	miniyút
מיסים	misím
מיעוט	mi'út
מיץ	mits
מישהו	míshehu
מישור	mishór
מכבי	makabí
מכה	maká
מכולת	makólet
מכון	makhón
מכונה	m'khoná
מכונות	m'khonót
מכונית	m'khonít
מכונת	m'khonát
מכוסה	m'khusé
מכוער	m'kho'ár
מכיוון	mikeyván
מכיל	mekhil
מכיר	makhír
מכירה	m'khirá
מכל	m'khál
מכלול	mikhlól
מכן	mikén
מכני	mekháni
מכנסיים	mikhnasáyim
מכסה	mikhsá
מכר	makhár
מכרה	mikhré
מכשיר	makhshír
מכשף	mekhusháf
מכתב	mikhtáv
מכתבים	mikhtavím
מלא	malé
מלאי	m'láy
מלבד	mil'vád
מלה	milla
מלוכלך	m'lukhlákh
מלון	malón
מלח	mélaḥ
מלחמה	milkhamá
מלחמת	milkhémet
מלך	mélekh
מלכי	malkhéi
מלכים	m'lakhím
מלכת	malkát
מלמד	m'laméd
מלפפון	m'laf'fón
מלצר	meltsár
ממוצע	m'mutsá
ממושך	m'mushákh
ממלכת	mamlékhet
ממנו	miménu
ממש	mamásh
ממשיך	mamshíkh
ממשל	mimshál
ממשלה	memshalá
ממשלות	memshalót
ממשלת	memshélet
ממשלתי	memshaltí
ממתק	mamták
מן	min
מנגן	mangán
מנגנון	manganón
מנה	maná
מנהג	minhág
מנהיג	manhíg
מנהל	m'nahél
מנהלי	minhalí
מנהלת	menahélet
מנוחה	m'nukhá
מנומס	m'numás
מנוע	manóa'
מנורה	m'norá
מנזר	minzár
מנחה	minkhá
מנחם	m'nachém
מנע	maná'
מנצח	m'natséakh
מס	mas
מסביב	misavív
מסביר	masbír
מסגרת	misgéret
מסדר	misdár
מסה	mása
מסוגל	m'sugál
מסוגלים	m'sugalím
מסוים	m'suyám
מסוכן	m'sukán
מסור	masór
מסורות	masorót
מסורת	masóret
מסורתי	masortí
מסחר	miskhár
מסחרי	miskharí
מסיבה	m'sibá
מסך	masákh
מסכים	maskím
מסלול	maslúl
מסמך	mismákh
מסמכים	mismakhím
מסע	masá
מסעדה	mis'adá
מסעדות	mis'adót
מספיק	maspík
מספר	mispár
מספרי	misparí
מספרים	misparáyim
מסקנות	maskanót
מסר	masár
מסתורי	mistorí
מעבדה	ma'badá
מעבר	ma'avár
מעגל	ma'agál
מעולם	me'olám
מעוניין	m'unyan
מעורב	m'oráv
מעורבות	me'oravút
מעט	m'át
מעיל	me'íl
מעין	ma'yán
מעל	me'ál
מעלה	ma'alá
מעלית	ma'alít
מעמד	ma'amád
מען	má'an
מענה	ma'anéh
מעניין	m'anyén
מעצר	ma'atsár
מעקב	ma'akáv
מערב	ma'aráv
מערה	m'ará
מערך	ma'arách
מערכה	ma'arakha
מערכות	ma'arachót
מערכת	ma'arékhet
מעשה	ma'asé
מעשים	ma'asim
מפגש	mifgásh
מפה	mapá
מפורט	m'forát
מפורסם	m'fursám
מפות	mapót
מפחיד	mafkhíd
מפלגה	miflagá
מפני	mip'néi-
מפעל	mif'ál
מפקד	m'fakéd
מפרץ	mifráts
מפת	mapát
מפתח	maftéakh
מצא	matsá
מצב	matsáv
מצבה	matsevá
מצווה	mitsvá
מצוות	mitsvót
מצוי	matsúy
מצוין	m'tsuyán
מצור	matsór
מצחיק	matskhík
מציאות	m'tsi'út
מצליח	matzlíakh
מצעד	mits'ád
מצפון	matspún
מצרי	mitsrí
מצרים	mitsráyim
מקביל	makbíl
מקדם	m'kadém
מקדש	mikdásh
מקובל	m'kubál
מקום	makóm
מקומות	m'komót
מקומי	m'komí
מקור	makór
מקורי	m'kori
מקיף	makif
מקל	makél
מקלדת	miklédet
מקלט	miklát
מקצוע	miktsóa
מקרה	mikré
מקרי	mikrí
מקרר	m'karér
מר	mar
מראה	mar'é
מראות	marot
מראש	merósh
מרד	méred
מרובע	m'rubá'
מרוץ	meróts
מרחב	merkháv
מרחק	merkhák
מרכז	merkáz
מרכזי	merkazí
מרכיב	markív
מרפק	marpék
מרץ	merts
מרצה	m'rutsé
מרק	marák
מרתף	martéf
משא	masá
משאית	masa'ít
משבר	mashbér
משהו	máshehu
משולש	m'shulásh
משום	mishúm
משותף	m'shutáf
משחק	miskhák
משחקים	mis'khaqím
משטח	mishtákh
משטר	mishtár
משטרה	mishtará
משיכה	meshikha
משימה	m'simá
משך	mashákh
משכנע	m'shakhnéa
משל	mashál
משלחת	mishlákhat
משלים	mashlím
משמעות	mashma'út
משמעותי	mašmɔʻūṯī
משמר	mishmár
משמש	mishmésh
משמשים	mishmeshím
משנה	mishné
משעמם	m'sha'amém
משפחה	mishpakhá
משפחות	mishpakhót
משפחת	mishpákhat
משפחתי	mishpakhtí
משפט	mishpát
משפטי	mishpatí
משפטים	mishpatím
משק	méshek
משקאות	mashka'ót
משקה	mashké
משקל	mishkál
משקפיים	mishkafáyim
משרד	misrád
משרה	misrá
משרת	m'sharét
משתמש	mishtamésh
משתנה	mishtané
משתתף	mishtatéf
מת	mét
מתאים	mat'ím
מתאר	mit'ar
מתו	métu
מתוך	mitókh
מתוכנן	m'tukhnán
מתוק	matók
מתח	matákh
מתחם	mitkhám
מתחת	mitákhat
מתי	matái
מתים	m'tím
מתכון	matkón
מתכת	matékhet
מתמטיקה	matemátika
מתמשך	mitmashékh
מתן	matán
מתנה	mataná
מתק	métek
מתקדם	mitkadém
מתקדמים	mitkad'mím
מתקן	mitkán
מתקפה	mitkafá
מתרגם	m'targém
נא	ná
נאה	na'é
נאום	n'úm
נאמן	ne'emán
נאמנות	ne'emanút
נאמר	ne'emár
נאשם	ne'eshám
נבחר	nivkhár
נבחרת	nivkhéret
נבנה	niḇnɔ̂
נבע	navá'
נגד	nagád
נגינה	n'giná
נגמר	nigmár
נגן	nagán
נגרם	nigrám
נדחה	nidkhá
נדחתה	nidkhatá
נדיר	nadír
נדפס	nidpás
נהג	nahág
נהגה	nehegá
נהדר	nehedár
נהדרות	nehedarót
נהדרת	nehedéret
נהוג	nahúg
נהיה	nihyá
נהנה	nehená
נהר	nahár
נהרג	neherág
נהרס	neherás
נו	nu
נודע	nodá
נוזל	nozél
נוח	nóakh
נוחות	nokhút
נוכח	nokhákh
נוכחות	nokh'khút
נוכל	nokhel
נולד	nolád
נוסד	nosad
נוסח	nusákh
נוסע	noséa'
נוסף	nosáf
נועד	no'ád
נוער	nó'ar
נוף	nof
נוצר	notsár
נוצרי	notsrí
נורא	norá
נורה	nurá
נושא	nosé
נותן	notén
נותר	notár
נזכר	nizkár
נזק	nézek
נזר	nézer
נח	nákh
נחל	nákhal
נחמד	nekhmád
נחש	nakhásh
נחשב	nekhsháv
נטול	natúl
נטייה	n'tiyá
נטל	natál
נטש	natásh
ניגן	nigén
נידון	nidón
ניהל	nihél
נייר	n'yár
ניכר	nikár
ניסה	nisá
ניסוי	nisúi
ניסיון	nisayón
ניעור	ni'úr
ניצב	nitsáv
ניצול	nitsúl
ניצח	nitséakh
ניצחון	nitsakhón
ניצל	nitsél
ניקיון	nikayón
נישא	nisá
נישואים	nisu'ím
נישואין	nisu'in
ניתוח	nitúakh
ניתן	nitán
נכד	nékhed
נכדה	nekhdá
נכון	nakhón
נכונות	n'khonút
נכות	nakhút
נכלל	nikhlál
נכנס	nikhnás
נכנסה	nikhn'sá
נכשל	nikhshál
נכתב	nikhtáv
נלחם	nilkhám
נלקח	nilkákh
נמוך	namúkh
נמכר	nimkár
נמל	namél
נמלט	nimlát
נמנע	nimná
נמצא	nimtsá
נמר	namér
נמשך	nimshákh
נס	nes
נסגר	nisgár
נסיך	nasíkh
נסיעה	n'si'á
נסע	nasá
נע	na'
נעים	na'ím
נעימה	ne'imá
נעל	ná'al
נעליך	n'alécha
נעלם	ne'elám
נענה	na'aná
נעץ	ná'ats
נעצר	ne'etsár
נער	na'ár
נערה	na'ará
נערים	n'arím
נעשה	na'asá
נפגע	nifgá
נפגש	nifgásh
נפוץ	nafóts
נפח	nafákh
נפט	neft
נפטר	niftár
נפל	nafál
נפצע	niftsá'
נפרד	nifrád
נפש	néfesh
נפשות	n'fashót
נפתח	niftákh
נצח	nétzakh
נציג	natsíg
נקבע	nikbá
נקבר	nikbár
נקודה	n'kudá
נקודות	n'kudót
נקי	nakí
נקם	nakám
נקרא	nikrá
נראה	nir'á
נרצח	nirtsákh
נשא	nasá
נשאר	nish'ár
נשבר	nishbár
נשוי	nasúi
נשיא	nasí'
נשיאות	n'si'út
נשים	nashím
נשלח	nishlákh
נשמה	neshamá
נשמע	nishmá
נשמר	nishmár
נשק	néshek
נתון	natún
נתונים	n'tuním
נתיב	natív
נתן	natán
נתפס	nitpás
נתקל	nitkál
סבא	sába
סבב	saváv
סבור	savúr
סביב	savív
סביבה	s'vivá
סביר	savír
סבל	savál
סבר	séver
סבתא	sávta
סגול	segól
סגור	sagúr
סגל	ségel
סגן	sgan
סגנון	signón
סדר	séder
סדרה	sidrá
סדרות	s'darót
סדרת	sidrát
סוג	sug
סוגר	sogér
סוד	sod
סודי	sodí
סוחר	sokhér
סוכן	sokhén
סוכנות	sokhnút
סוכר	sukár
סולם	sulám
סוס	sus
סוסים	susím
סוף	sóf
סופי	sofí
סופית	sofít
סופר	sofér
סושי	súshi
סחר	sakhár
סטודנט	studént
סיבה	sibá
סיבוב	sibúv
סיבובי	sivuví
סידור	sidúr
סיום	siyúm
סיים	siyém
סייע	siyéa
סיכוי	sikúy
סיכון	sikún
סיכם	sikém
סימן	simán
סימנים	simaním
סין	sin
סינגל	síngel
סיני	sináy
סיס	sís
סיפון	sipún
סיפור	sipúr
סיפורו	sipuró
סיפק	sipék
סיפר	sipér
סירב	serév
סך	sákh
סכום	s'khum
סכין	sakín
סכמה	skhéma
סכנה	sakaná
סכנות	sakanót
סכסוך	sikhsúkh
סל	sal
סלון	salón
סלט	salát
סליחה	slikhá
סלע	séla
סמוך	samúkh
סמך	samákh
סמכות	samkhút
סמל	sémel
סנגור	sanegór
סנט	sent
סניף	snif
סניפים	s'nifím
סעיף	se'íf
סערה	se'ará
סף	saf
ספג	safág
ספה	sapá
ספורט	spórt
ספורטאי	sportáy
ספינה	sfiná
ספל	séfel
ספציפית	spetsífit
ספק	safék
ספר	séfer
ספרד	s'farád
ספרדית	s'faradít
ספרה	sféra
ספרות	sifrút
ספרייה	sifriyá
ספרים	s'farím
סקר	sakár
סר	sar
סרט	séret
סרטון	sirtón
סרטן	sartán
סתיו	s'táv
סתם	stám
סתמי	stamí
עבד	éved
עבדה	avudá
עבדו	avdó
עבדים	avadím
עבה	avé
עבודה	avodá
עבור	avúr
עבות	avót
עביר	avír
עבירה	averá
עבר	avár
עברה	averá
עברי	ivrí
עבריין	avaryán
עברית	ivrít
עגבניה	agvaniyá
עגבנייה	agvaniyá
עגול	agól
עגל	égel
עד	ad
עדה	edá
עדות	'edút
עדי	adí
עדיין	adáyin
עדים	edím
עדיף	adíf
עדן	éden
עדר	éder
עובד	ovéd
עובדה	uvdá
עוגה	ugá
עוגייה	ugiyá
עוד	od
עודד	oded
עוון	avón
עוזר	ozér
עולה	olé
עולים	olím
עולם	'olám
עולמי	olamí
עולמית	olamít
עומד	oméd
עומס	ómes
עומק	ómek
עונה	oná
עוני	óni
עונש	ónesh
עוף	of
עוצמה	otsmá
עוצר	'ótser
עור	ʻōr
עורב	'orév
עורך	orékh
עורך דין	orékh dín
עורף	óref
עורר	orér
עושר	'ósher
עז	áz
עזב	azáv
עזוב	azúv
עזר	'azár
עזרה	ʿezrá
עט	et
עיגול	igúl
עידן	'idán
עיוור	ivér
עיון	iyún
עייף	iyéf
עילית	ilít
עימות	imút
עין	áyin
עיפרון	'iparón
עיצוב	itsúv
עיקר	ikár
עיקרי	ikarí
עיר	ir
עירוני	ironí
עיריית	iriyát
עישון	ishún
עיתון	itón
עיתונאי	'itona'í
עכבר	akhbár
עכשיו	akhsháv
על	al
עלה	ʻālā
עלול	'alúl
עלות	alút
עלי	Elí
עליה	aléha
עליו	aláv
עליון	'elyón
עליי	aláy
עלייה	aliyá
עלים	alím
עלינו	alénu
עלית	ilít
עם	am
עמד	amád
עמדה	ʿemdá
עמו	imó
עמוד	amúd
עמודים	amudím
עמוס	amús
עמוק	amók
עמידה	amidá
עמים	amím
עמית	amít
עמק	émek
ענב	enáv
ענה	ʿanáh
עני	aní
עניין	inyán
ענן	anán
ענף	anáf
ענק	anák
עסוק	asúk
עסק	ések
עסקה	'iská
עפיפון	afifón
עפר	afár
עץ	ʿēṣ
עצב	étsev
עצוב	atsúv
עצום	atsúm
עצומה	'atsumá
עצור	atsúr
עצים	'etsím
עצם	étsem
עצמאות	atsma'út
עצמי	atsmí
עצר	atsár
עקב	ékev
עקרון	Ekrón
עקשן	akshán
ער	'ér
ערב	érev
ערבי	arví
ערבית	aravít
ערוץ	arúts
ערים	arím
ערך	érekh
ערכה	'erká
עשב	ésev
עשה	asá
עשו	asú
עשוי	asúy
עשויה	asuyá
עשור	asór
עשים	ashím
עשיר	ashír
עשן	ashán
עשר	asár
עשרה	asará
עשרות	asarót
עשרים	'esrím
עשרת	aséret
עת	et
עתה	atá
עתיד	ʿatíd
עתידי	atidí
עתיק	atík
פגוע	pigúa
פגוש	pagósh
פגיעה	p'gi'á
פגישה	p'gishá
פגע	péga'
פגש	pagásh
פה	pó
פוטנציאל	potentsiyál
פוטר	putár
פוך	pukh
פול	pol
פולחן	pulkhan
פוליטי	políti
פוליטיקה	polítika
פולין	polín
פולנית	polanít
פונה	puná
פונקציה	funktsiá
פועל	pó'al
פועלת	po'élet
פופולרי	populári
פורים	Purím
פורסם	pursám
פושט	pushát
פות	pót
פחד	pákhad
פחות	pakhót
פחם	pekhám
פטור	patúr
פי	pi
פיו	pív
פיזי	fízi
פיטר	pitér
פיל	píl
פינה	piná
פינוי	pinúi
פינלנד	fínland
פיצול	pitsúl
פיצוץ	pitsúts
פיקד	pikéd
פיקניק	píknik
פירוק	perúk
פירוש	perúsh
פיתוח	pitúakh
פיתח	pitéakh
פך	pákh
פלגה	plugá
פלדה	pladá
פלוגה	plugá
פלטינה	plátina
פלסטיק	plástik
פן	pen
פנה	paná
פנוי	panúy
פני	péni
פנייה	p'niyá
פנים	paním
פנימה	p'nimá
פס	pás
פסטיבל	festival
פסיק	psik
פסל	pésel
פסנתר	p'santér
פסק	pasák
פסקה	piská
פעולה	p'ulá
פעיל	pa'íl
פעילות	p'ilót
פעל	pa'ál
פעם	pá'am
פעמיים	pa'amáyim
פער	pá'ar
פציעה	p'tsi'á
פצצה	ptsatsá
פקד	pakád
פקודה	p'kudá
פקיד	pakíd
פר	par
פרד	péred
פרה	pará
פרו	p'ró
פרווה	parvá
פרויקט	proyékt
פרויקטים	p'royéktim
פרופסור	profésor
פרח	pérakh
פרחים	p'rakhím
פרט	p'rat
פרטי	p'ratí
פרטיות	pratiyút
פרטים	p'ratím
פרי	pri
פרידה	p'redá
פריז	pariz
פרים	parím
פרלמנט	parlamént
פרס	parás
פרסום	pirsúm
פרסומת	pirsómet
פרסי	parsí
פרסם	pirsém
פרסמה	pirs'má
פרעה	par'ó
פרפר	parpár
פרץ	paráts
פרצה	pirtsá
פרק	parak
פרקים	p'rakím
פרש	parásh
פרשה	pārāšâ
פרשנות	parshanút
פשוט	pashút
פשע	pésha'
פת	pát
פתאום	pit'óm
פתוח	patúakh
פתח	patákh
פתרון	pitrón
צב	tsáv
צבא	tsaváʾ
צבאות	tseva'ót
צבאי	ts'va'í
צבי	tsví
צבים	tsabím
צביעות	ts'vi'út
צבע	tséva'
צבעים	ts'va'ím
צבר	tsabár
צד	tsád
צדק	tzédek
צדקה	ts'daká
צהוב	tsahóv
צהריים	tsohoráyim
צו	tsáv
צוואר	tsavár
צוות	tsévet
צומת	tsómet
צור	tsúr
צורה	tsurá
צורך	tsórekh
צחוק	ts'khok
צי	tsi
ציבור	tsibúr
ציבורי	tsiburí
ציד	tsáyid
ציון	tsiyón
ציוני	tsiyoní
ציור	tsiyúr
ציורי	tsiyurí
ציין	tsiyén
צייר	tsiyér
צילום	tsilúm
צינור	tsinór
ציפה	tsipá
ציפור	tsipór
ציפורים	tsiporím
ציר	tsír
צירוף	tserúf
צל	tsél
צלב	tsaláv
צלה	tsalá
צלחת	tsalákhat
צליל	tslil
צלם	tsélem
צמא	tsamé
צמד	tsémed
צמוד	tsamúd
צמח	tsamákh
צמחייה	tsimkhiyá
צעד	tsá'ad
צעיר	tsa'ír
צעירה	ts'irá
צפוי	tsafúi
צפון	tsafón
צפוף	tsafúf
צפיפות	tsfifút
צפרדע	ts'fardéa
צר	tsar
צרות	tsarút
צרי	tsorí
צריך	tsaríkh
צריכה	ts'rikhá
צרים	tsarím
צרף	tseréf
צרפת	tsarfát
צרפתי	tsar'fatí
צרפתית	tsarfatít
קבוע	kavúa'
קבוצה	k'vutsá
קבוצות	k'vutsót
קבוצת	k'vutzát
קבורה	k'vura
קבל	kabál
קבלה	kabalá
קבלן	kablan
קבלת	kabalát-
קבע	kéva'
קבצים	k'vatsím
קבר	kéver
קדוש	kadósh
קדימה	kadíma
קדיש	kadish
קדם	kédem
קדש	kadesh
קהילה	k'hilá
קהל	kahál
קהלת	kohélet
קו	kav
קובע	kóva'
קובץ	kóvets
קוד	kód
קודם	qóḏɛm
קודש	kudásh
קוטר	kóter
קול	kol
קולה	kóla
קולות	kolot
קולנוע	kolnóa'
קום	kum
קומה	komá
קומי	kómi
קונגרס	kongrés
קונצרט	kontsért
קוף	kof
קור	kór
קורא	koré
קורבן	korbán
קורס	kurs
קושי	kóshi
קח	qach
קט	kat
קטיפה	k'tifá
קטן	katán
קטע	katá
קיבוץ	kibúts
קיבל	kibél
קיוטו	kyoto
קיום	kiyúm
קיים	kayám
קילומטר	kilométer
קיסר	kesár
קיץ	káyits
קיצוני	kitsoní
קיצור	kitsúr
קיר	kír
קל	qal
קלה	kalá
קלות	kalút
קלט	kalát
קלי	qalí
קליפ	k'lip
קליפורניה	kalifórnya
קלע	kéla
קלף	kaláf
קם	qɔm
קמפוס	kampus
קמפיין	kampéin
קמרון	kimrón
קן	ken
קנה	kaná
קניון	kanyón
קסם	késem
קפה	kafé
קפץ	kafáts
קץ	kéts
קצב	kétsev
קצה	katsé
קצין	katsín
קצר	katsár
קצת	k'tsát
קר	qar
קרא	kará
קרב	karáv
קרה	qará
קרוא	karú
קרוב	karóv
קרובה	k'rová
קרובות	k'rovót
קרח	kérakh
קרחון	karkhón
קריאה	k'ri'á
קרים	krim
קריר	karír
קרן	kéren
קרקע	karká
קרר	kerér
קרש	qéresh
קשה	kashé
קשור	kashúr
קשר	kashár
קשת	késhet
קשתות	k'shatót
ראה	ra'á
ראוי	ra'úy
ראות	r'út
ראייה	r'iyá
ראינו	raínu
ראיתי	raíti
ראש	rosh
ראשון	rishón
ראשונה	rishoná
ראשוני	rishoní
ראשי	rashí
ראשית	reshít
רב	ráv
רבה	ravá
רבות	rabót
רבי	rabí
רבים	rabím
רביעי	r'vi'í
רבנים	rabanim
רבע	róva
רגיל	ragíl
רגיש	ragísh
רגישות	r'gishút
רגל	régel
רגליו	ragláv
רגליים	ragláyim
רגע	réga'
רגש	régesh
רגשות	r'gashót
רגשי	rigshí
רדיו	rádyo
רואה	ro'é
רוב	rov
רובה	rové
רובוט	robot
רובע	róva'
רווח	révakh
רווחה	revakhá
רוח	rúakh
רוחב	róchav
רוחות	rukhót
רוך	rokh
רוכסן	rokhsán
רומן	román
רון	ron
רוסי	rusí
רוסית	rusít
רוע	róa
רופא	rofé
רוצה	rotsé
רוצח	rotséakh
רוצים	rotsím
רוק	rok
רושם	róshem
רות	rut
רחב	rakháv
רחבה	r'khavá
רחוב	rekhóv
רחובות	r'khovot
רחוץ	rakhúts
רחוק	rakhók
רחוקות	r'khokót
רחל	rakhél
רטוב	ratóv
ריאה	re'á
ריאות	re'ót
ריבוי	ribúy
ריבוע	ribúa'
ריח	réakh
ריכוז	rikúz
רימה	rimá
ריצה	ritsá
ריק	reik
ריקוד	rikúd
ריר	rír
רישום	rishúm
רישיון	rishayón
רך	rakh
רכב	rékhev
רכבת	rakévet
רכוש	r'khúsh
רכס	rékhes
רכש	rakhásh
רם	rám
רמה	ramá
רמון	rimón
רמז	ramáz
רמזור	ramzór
רע	ra
רעב	ra'év
רעה	ra'á
רעיון	raʻăyōn
רעם	rá'am
רעש	rá'ash
רפאים	r'fa'ím
רפה	rafé
רפואה	r'fu'á
רפואי	r'fu'í
רפורמה	refórma
רץ	rats
רצה	ratsá
רצו	ratsú
רצוי	ratsúy
רצון	ratsón
רצועת	r'tsu'át
רצח	ratsákh
רציפות	r'tsifút
רציתי	ratsíti
רצף	rétsef
רצתה	ratstá
רק	rak
רקע	raká
רשות	r'shút
רשימה	r'shimá
רשימות	reshimot
רשימת	reshimat
רשלנות	rashlanut
רשם	rashám
רשמי	rishmí
רשת	réshet
שאול	sha'úl
שאל	sha'ál
שאלה	sh'elá
שאף	sha'áf
שאר	sh'ár
שארית	sh'erít
שאת	s'et
שב	sháv
שבה	shavá
שבו	šəḇō
שבוע	shavúa'
שבועות	shavu'ót
שבועיים	shvu'áyim
שבור	shavúr
שבט	shévet
