word,definition,definition_ru,definition_ar,definition_es,definition_pt,reading,pos,level,level_source,frequency_rank,alternatives,root,form,gender,aspect,aspect_partner,acc,gen,prep,dat,inst
mazoezi,"exercise, practice, training",,,,,,noun,A2,ai,,,,,,,,,,,,
kuamka,to wake up,,,,,,verb,A1,ai,,,-amka,,,,,,,,,
kuoga,"to bathe, to shower",,,,,,verb,A1,ai,,,-oga,,,,,,,,,
kukimbia,to run,,,,,,verb,A1,ai,,,-kimbia,,,,,,,,,
kuondoka,"to leave, to depart",,,,,,verb,A1,ai,,,-ondoka,,,,,,,,,
kabla,before,,,,,,preposition,A2,ai,,,,,,,,,,,,
nguvu,"strength, energy, force",,,,,,noun,A2,ai,,,,,,,,,,,,
nywele,hair,,,,,,noun,A2,ai,,,,,,,,,,,,
kudhani,"to think, to suppose",,,,,,verb,A2,ai,,,-dhani,,,,,,,,,
kufunza,"to teach, to instruct",,,,,,verb,A2,ai,,,-funza,,,,,,,,,
kufunga,"to close, to tie, to fasten; to fast",,,,,,verb,A1,ai,,,-funga,,,,,,,,,
mgeni,"guest, visitor, stranger",,,,,,noun,A1,ai,,,,,,,,,,,,
tajiri,"rich, wealthy",,,,,,adj,A2,ai,,,,,,,,,,,,
aina,"type, kind, sort",,,,,,noun,A2,ai,,,,,,,,,,,,
elimu,"education, knowledge",,,,,,noun,A2,ai,,,,,,,,,,,,
kama,"if; like, as; about",,,,,,conjunction,A1,ai,,,,,,,,,,,,
kufuzu,"to qualify, to pass, to graduate",,,,,,verb,B1,ai,,,-fuzu,,,,,,,,,
kutakia,to wish somebody something,,,,,,verb,B1,ai,,,-takia,,,,,,,,,
kusikiza,to listen,,,,,,verb,A2,ai,,kusikiliza,-sikiza,,,,,,,,,
kusikia,"to hear, to feel",,,,,,verb,A1,ai,,,-sikia,,,,,,,,,
mdosi,boss,,,,,,noun,B1,ai,,,,,,,,,,,,
kuagiza,"to order, to instruct",,,,,,verb,A2,ai,,,-agiza,,,,,,,,,
agizo,"an order, an instruction",,,,,,noun,B1,ai,,,-agiza,,,,,,,,,
sugu,"chronic, hardened, habitual",,,,,,adj,B2,ai,,,,,,,,,,,,
kumbukumbu,"memory, memento, record",,,,,,noun,B1,ai,,,-kumbuka (remember),,,,,,,,,
asili,"origin, nature, source",,,,,,noun,B1,ai,,,,,,,,,,,,
vitafunio,snacks,,,,,,noun,A2,ai,,,,,,,,,,,,
kuamua,to decide,,,,,,verb,A2,ai,,,-amua,,,,,,,,,
hadhara,"a public gathering, public view",,,,,,noun,B2,ai,,,,,,,,,,,,
mjanja,a cunning or streetwise person,,,,,,noun,B1,ai,,,,,,,,,,,,
kijana,"young person, youth",,,,,,noun,A2,ai,,,,,,,,,,,,
karani,clerk,,,,,,noun,B1,ai,,,,,,,,,,,,
mtaa,"street, neighbourhood",,,,,,noun,A2,ai,,,,,,,,,,,,
benki,bank,,,,,,noun,A1,ai,,,,,,,,,,,,
kandanda,"football, soccer",,,,,,noun,A2,ai,,mpira wa miguu,,,,,,,,,,
mwanafunzi,"student, pupil",,,,,,noun,A1,ai,,,,,,,,,,,,
mtihani,"examination, test",,,,,,noun,A2,ai,,,,,,,,,,,,
kiwanja,"plot of land, pitch, ground",,,,,,noun,A2,ai,,,,,,,,,,,,
kuimba,to sing,,,,,,verb,A1,ai,,,-imba,,,,,,,,,
somo,"lesson, subject",,,,,,noun,A2,ai,,,,,,,,,,,,
mafunzo,"training, instruction",,,,,,noun,B1,ai,,,-funza (teach),,,,,,,,,
kujuana,to know one another,,,,,,verb,B1,ai,,,-juana,,,,,,,,,
mwaliko,invitation,,,,,,noun,B1,ai,,,-alika (invite),,,,,,,,,
msichana,girl,,,,,,noun,A1,ai,,,,,,,,,,,,
mvulana,boy,,,,,,noun,A1,ai,,,,,,,,,,,,
kukubali,"to accept, to agree",,,,,,verb,A2,ai,,,-kubali,,,,,,,,,
matembezi,"a walk, an outing",,,,,,noun,B1,ai,,,-tembea (walk),,,,,,,,,
bei,price,,,,,,noun,A1,ai,,,,,,,,,,,,
harusi,wedding,,,,,,noun,A2,ai,,arusi,,,,,,,,,,
duka,"shop, store",,,,,,noun,A1,ai,,,,,,,,,,,,
raha,"pleasure, comfort, enjoyment",,,,,,noun,A2,ai,,,,,,,,,,,,
awali,"at first, initially",,,,,,adv,B1,ai,,,,,,,,,,,,
makini,"attentive, careful, serious",,,,,,adj,B1,ai,,,,,,,,,,,,
kutumaini,"to hope, to trust",,,,,,verb,B1,ai,,,-tumaini,,,,,,,,,
kulinganisha,to compare,,,,,,verb,B1,ai,,,-linganisha,,,,,,,,,
mpenzi,"beloved, sweetheart, partner",,,,,,noun,A2,ai,,,-penda (love),,,,,,,,,
uhusiano,"relationship, connection",,,,,,noun,B1,ai,,,-husiana (be related),,,,,,,,,
maisha,life,,,,,,noun,A2,ai,,,-ishi (live),,,,,,,,,
kuku,chicken,,,,,,noun,A1,ai,,,,,,,,,,,,
kitoweo,a relish or stew eaten with the staple,,,,,,noun,B1,ai,,,,,,,,,,,,
kuchemsha,to boil something,,,,,,verb,A2,ai,,,-chemsha,,,,,,,,,
mafuta,"oil, fat",,,,,,noun,A2,ai,,,,,,,,,,,,
kuadhibu,to punish,,,,,,verb,B2,ai,,,-adhibu,,,,,,,,,
kuuliza,to ask,,,,,,verb,A1,ai,,,-uliza,,,,,,,,,
kelele,"noise, shouting",,,,,,noun,A2,ai,,,,,,,,,,,,
kurudia,"to repeat, to go back to",,,,,,verb,A2,ai,,,-rudia,,,,,,,,,
kuahidi,to promise,,,,,,verb,A2,ai,,,-ahidi,,,,,,,,,
kupatia,"to give to, to provide for",,,,,,verb,A2,ai,,,-patia,,,,,,,,,
kukasirika,to become angry,,,,,,verb,A2,ai,,,-kasirika,,,,,,,,,
msongamano,"congestion, traffic jam, crowding",,,,,,noun,B1,ai,,,-songa (press),,,,,,,,,
kukosa,"to miss, to lack, to fail to",,,,,,verb,A2,ai,,,-kosa,,,,,,,,,
kuchoka,to become tired,,,,,,verb,A1,ai,,,-choka,,,,,,,,,
kuharibika,"to break down, to be spoilt",,,,,,verb,A2,ai,,,-haribika,,,,,,,,,
mashine,machine,,,,,,noun,A2,ai,,,,,,,,,,,,
muundo,"design, structure",,,,,,noun,B1,ai,,,-unda (construct),,,,,,,,,
sketi,skirt,,,,,,noun,A2,ai,,,,,,,,,,,,
nguo,"clothes, garment, cloth",,,,,,noun,A1,ai,,,,,,,,,,,,
rangi,"colour, paint",,,,,,noun,A1,ai,,,,,,,,,,,,
nyekundu,red,,,,,,adj,A1,ai,,,,,,,,,,,,
nyeusi,"black, dark",,,,,,adj,A1,ai,,,,,,,,,,,,
nyeupe,white,,,,,,adj,A1,ai,,,,,,,,,,,,
ndefu,"long, tall (class 9/10)",,,,,,adj,A1,ai,,,,,,,,,,,,
ukubwa,"size, largeness",,,,,,noun,A2,ai,,,-kubwa (big),,,,,,,,,
kupima,"to measure, to try on, to test",,,,,,verb,A2,ai,,,-pima,,,,,,,,,
upepo,wind,,,,,,noun,A2,ai,,,,,,,,,,,,
theluji,snow,,,,,,noun,A2,ai,,,,,,,,,,,,
majira,"season, period",,,,,,noun,B1,ai,,,,,,,,,,,,
kuzoea,"to get used to, to become accustomed",,,,,,verb,B1,ai,,,-zoea,,,,,,,,,
mtalii,tourist,,,,,,noun,A2,ai,,,,,,,,,,,,
kuja,to come,,,,,,verb,A1,ai,,,-ja,,,,,,,,,
pasipoti,passport,,,,,,noun,A2,ai,,,,,,,,,,,,
kuvuka,to cross,,,,,,verb,A2,ai,,,-vuka,,,,,,,,,
muhuri,"seal, official stamp",,,,,,noun,B1,ai,,,,,,,,,,,,
hema,tent,,,,,,noun,A2,ai,,,,,,,,,,,,
wikendi,weekend,,,,,,noun,A1,ai,,,,,,,,,,,,
kupanga,"to plan, to arrange; to rent",,,,,,verb,A2,ai,,,-panga,,,,,,,,,
mpango,"plan, arrangement",,,,,,noun,A2,ai,,,-panga,,,,,,,,,
likizo,"holiday, leave, vacation",,,,,,noun,A2,ai,,,,,,,,,,,,
ufuo,"beach, shore",,,,,,noun,B1,ai,,,,,,,,,,,,
pwani,"coast, seashore",,,,,,noun,A2,ai,,,,,,,,,,,,
hesabu,"mathematics, arithmetic; a bill",,,,,,noun,A2,ai,,,,,,,,,,,,
asilimia,"percentage, per cent",,,,,,noun,B1,ai,,,,,,,,,,,,
kuzidisha,"to multiply, to increase",,,,,,verb,B1,ai,,,-zidisha,,,,,,,,,
kugawa,"to divide, to share out",,,,,,verb,A2,ai,,,-gawa,,,,,,,,,
nafuu,"affordable, moderate; improved in health",,,,,,adj,A2,ai,,,,,,,,,,,,
kinyume,"the opposite, the reverse",,,,,,noun,B1,ai,,,,,,,,,,,,
jibu,"answer, reply",,,,,,noun,A2,ai,,,,,,,,,,,,
miadi,"appointment, agreed meeting",,,,,,noun,B1,ai,,,,,,,,,,,,
kuhisi,"to feel, to sense",,,,,,verb,B1,ai,,,-hisi,,,,,,,,,
kuumwa,"to be in pain, to ache, to be ill",,,,,,verb,A2,ai,,,-umwa,,,,,,,,,
matibabu,medical treatment,,,,,,noun,B1,ai,,,-tibu (treat),,,,,,,,,
kichwa,head,,,,,,noun,A1,ai,,,,,,,,,,,,
jicho,eye,,,,,,noun,A1,ai,,,,,,,,,,,,
macho,eyes,,,,,,noun,A1,ai,,,,,,,,,,,,
mgongo,back (of the body),,,,,,noun,A2,ai,,,,,,,,,,,,
mkono,"hand, arm",,,,,,noun,A1,ai,,,,,,,,,,,,
mguu,"leg, foot",,,,,,noun,A1,ai,,,,,,,,,,,,
daktari,doctor,,,,,,noun,A1,ai,,,,,,,,,,,,
uchungu,"pain, bitterness",,,,,,noun,B1,ai,,,-chungu (bitter),,,,,,,,,
kutapika,to vomit,,,,,,verb,B1,ai,,,-tapika,,,,,,,,,
dawa,"medicine, remedy",,,,,,noun,A1,ai,,,,,,,,,,,,
kuchukua,"to take, to carry away",,,,,,verb,A1,ai,,,-chukua,,,,,,,,,
ghorofa,"storey, floor of a building",,,,,,noun,A2,ai,,,,,,,,,,,,
teksi,taxi,,,,,,noun,A1,ai,,,,,,,,,,,,
chumba,room,,,,,,noun,A1,ai,,,,,,,,,,,,
kulipisha,"to charge somebody, to make pay",,,,,,verb,B1,ai,,,-lipisha,,,,,,,,,
kubeba,to carry,,,,,,verb,A2,ai,,,-beba,,,,,,,,,
kushiba,"to be satisfied with food, to be full",,,,,,verb,A2,ai,,,-shiba,,,,,,,,,
maandishi,"writing, text",,,,,,noun,B1,ai,,,-andika (write),,,,,,,,,
kuandika,to write,,,,,,verb,A1,ai,,,-andika,,,,,,,,,
kueleza,"to explain, to describe",,,,,,verb,A2,ai,,,-eleza,,,,,,,,,
kuelewa,to understand,,,,,,verb,A1,ai,,,-elewa,,,,,,,,,
hoteli,hotel; restaurant,,,,,,noun,A1,ai,,,,,,,,,,,,
barabara,"road, highway",,,,,,noun,A1,ai,,,,,,,,,,,,
njia,"path, way, road",,,,,,noun,A1,ai,,,,,,,,,,,,
kusaidia,to help,,,,,,verb,A1,ai,,,-saidia,,,,,,,,,
kupinduka,"to turn over, to overturn",,,,,,verb,B1,ai,,,-pinduka,,,,,,,,,
jumba,"large building, hall, mansion",,,,,,noun,B1,ai,,,,,,,,,,,,
msingi,"foundation, basis",,,,,,noun,B1,ai,,,,,,,,,,,,
matokeo,"results, outcome",,,,,,noun,B1,ai,,,-tokea (happen),,,,,,,,,
nafasi,"space, opportunity, vacancy",,,,,,noun,A2,ai,,,,,,,,,,,,
kuchagua,"to choose, to elect",,,,,,verb,A2,ai,,,-chagua,,,,,,,,,
upili,the second stage; secondary,,,,,,noun,B1,ai,,,,,,,,,,,,
mwisho,"end, last",,,,,,noun,A2,ai,,,,,,,,,,,,
kwanza,"first, firstly",,,,,,adv,A1,ai,,,,,,,,,,,,
pili,second,,,,,,adj,A1,ai,,,,,,,,,,,,
kiamsha kinywa,breakfast,,,,,,noun,A2,ai,,,,,,,,,,,,
kengele,"bell, alarm",,,,,,noun,A2,ai,,,,,,,,,,,,
kitanda,bed,,,,,,noun,A1,ai,,,,,,,,,,,,
uso,face,,,,,,noun,A1,ai,,,,,,,,,,,,
jino,tooth,,,,,,noun,A1,ai,,,,,,,,,,,,
mswaki,toothbrush; chewing stick,,,,,,noun,A2,ai,,,,,,,,,,,,
choo,"toilet, lavatory",,,,,,noun,A1,ai,,,,,,,,,,,,
takataka,"rubbish, litter",,,,,,noun,A2,ai,,,,,,,,,,,,
mbwa,dog,,,,,,noun,A1,ai,,,,,,,,,,,,
familia,family,,,,,,noun,A1,ai,,,,,,,,,,,,
mlango,door,,,,,,noun,A1,ai,,,,,,,,,,,,
dirisha,window,,,,,,noun,A1,ai,,,,,,,,,,,,
ukuta,wall,,,,,,noun,A2,ai,,,,,,,,,,,,
jirani,neighbour,,,,,,noun,A1,ai,,,,,,,,,,,,
lifti,"lift, elevator",,,,,,noun,A2,ai,,,,,,,,,,,,
ngazi,"stairs, ladder, step",,,,,,noun,A2,ai,,,,,,,,,,,,
jengo,building,,,,,,noun,A2,ai,,,-jenga (build),,,,,,,,,
kujenga,to build,,,,,,verb,A2,ai,,,-jenga,,,,,,,,,
muziki,music,,,,,,noun,A1,ai,,,,,,,,,,,,
kituo,"station, stop, centre",,,,,,noun,A2,ai,,,,,,,,,,,,
basi,"bus; (as a discourse marker) then, so, well then",,,,,,noun,A1,ai,,,,,,,,,,,,
dereva,driver,,,,,,noun,A2,ai,,,,,,,,,,,,
baiskeli,bicycle,,,,,,noun,A1,ai,,,,,,,,,,,,
gari,"car, vehicle",,,,,,noun,A1,ai,,,,,,,,,,,,
tiketi,ticket,,,,,,noun,A1,ai,,,,,,,,,,,,
usingizi,sleep,,,,,,noun,A2,ai,,,-lala (sleep),,,,,,,,,
kukumbatia,"to embrace, to hug",,,,,,verb,B1,ai,,,-kumbatia,,,,,,,,,
maoni,"opinion, comment, feedback",,,,,,noun,B1,ai,,,-ona (see),,,,,,,,,
mtandao,the internet; a network,,,,,,noun,A2,ai,,,,,,,,,,,,
tovuti,website,,,,,,noun,B1,ai,,,,,,,,,,,,
barua,letter,,,,,,noun,A1,ai,,,,,,,,,,,,
programu,"programme, software application",,,,,,noun,A2,ai,,,,,,,,,,,,
faili,file,,,,,,noun,A2,ai,,,,,,,,,,,,
hati,"document, certificate",,,,,,noun,B1,ai,,,,,,,,,,,,
kibao,"board, tablet, plaque",,,,,,noun,B1,ai,,,,,,,,,,,,
akaunti,account,,,,,,noun,A2,ai,,,,,,,,,,,,
kupakua,"to download; to unload, to dish out",,,,,,verb,B1,ai,,,-pakua,,,,,,,,,
kupakia,to upload; to load,,,,,,verb,B1,ai,,,-pakia,,,,,,,,,
mvivu,lazy,,,,,,adj,A2,ai,,,,,,,,,,,,
mzazi,parent,,,,,,noun,A2,ai,,,-zaa (give birth),,,,,,,,,
chombo,"utensil, vessel, instrument",,,,,,noun,A2,ai,,,,,,,,,,,,
mkeka,woven mat,,,,,,noun,B1,ai,,,,,,,,,,,,
rafu,shelf,,,,,,noun,A2,ai,,,,,,,,,,,,
mmea,plant,,,,,,noun,A2,ai,,,-mea (grow),,,,,,,,,
mboga,vegetable,,,,,,noun,A1,ai,,,,,,,,,,,,
kufua,to wash clothes,,,,,,verb,A2,ai,,,-fua,,,,,,,,,
kuosha,to wash (objects),,,,,,verb,A1,ai,,,-osha,,,,,,,,,
nyongeza,"addition, increase, supplement",,,,,,noun,B1,ai,,,-ongeza (add),,,,,,,,,
dawati,desk,,,,,,noun,A2,ai,,,,,,,,,,,,
kipaumbele,priority,,,,,,noun,B2,ai,,,,,,,,,,,,
kitambulisho,"identity card, identification",,,,,,noun,B1,ai,,,-tambua (recognise),,,,,,,,,
maelezo,"explanation, notes, details",,,,,,noun,B1,ai,,,-eleza (explain),,,,,,,,,
nyaraka,"documents, records",,,,,,noun,B2,ai,,,,,,,,,,,,
droo,drawer,,,,,,noun,B1,ai,,,,,,,,,,,,
mkutano,"meeting, conference",,,,,,noun,A2,ai,,,-kutana (meet),,,,,,,,,
mada,"topic, subject, presentation",,,,,,noun,B1,ai,,,,,,,,,,,,
wazo,"idea, thought",,,,,,noun,A2,ai,,,-waza (think),,,,,,,,,
karatasi,paper,,,,,,noun,A1,ai,,,,,,,,,,,,
faksi,fax,,,,,,noun,B1,ai,,,,,,,,,,,,
majaribu,"temptation, trials",,,,,,noun,B2,ai,,,-jaribu (try),,,,,,,,,
kujaribu,"to try, to attempt",,,,,,verb,A2,ai,,,-jaribu,,,,,,,,,
homa,"fever, a cold",,,,,,noun,A2,ai,,,,,,,,,,,,
madini,minerals,,,,,,noun,B2,ai,,,,,,,,,,,,
protini,protein,,,,,,noun,B2,ai,,,,,,,,,,,,
vitamini,vitamin,,,,,,noun,B1,ai,,,,,,,,,,,,
kusukutua,"to rinse the mouth, to gargle",,,,,,verb,B2,ai,,,-sukutua,,,,,,,,,
soko,market,,,,,,noun,A1,ai,,,,,,,,,,,,
mauzo,sales,,,,,,noun,B1,ai,,,-uza (sell),,,,,,,,,
mahali,place,,,,,,noun,A2,ai,,,,,,,,,,,,
mkahawa,"cafe, restaurant",,,,,,noun,A2,ai,,,kahawa (coffee),,,,,,,,,
mhudumu,"waiter, attendant, server",,,,,,noun,B1,ai,,,-hudumu (serve),,,,,,,,,
sahani,"plate, dish",,,,,,noun,A1,ai,,,,,,,,,,,,
meza,table,,,,,,noun,A1,ai,,,,,,,,,,,,
mchele,uncooked rice,,,,,,noun,A2,ai,,,,,,,,,,,,
saladi,salad,,,,,,noun,A2,ai,,,,,,,,,,,,
mtungi,"jug, pitcher, water pot",,,,,,noun,B1,ai,,,,,,,,,,,,
kadi,card,,,,,,noun,A1,ai,,,,,,,,,,,,
kusherehekea,to celebrate,,,,,,verb,B1,ai,,,-sherehekea,,,,,,,,,
sherehe,"celebration, party, ceremony",,,,,,noun,A2,ai,,,,,,,,,,,,
kuhifadhi,"to preserve, to store, to reserve",,,,,,verb,B2,ai,,,-hifadhi,,,,,,,,,
muigizaji,"actor, performer",,,,,,noun,B2,ai,,,-igiza (act),,,,,,,,,
lori,"lorry, truck",,,,,,noun,A2,ai,,,,,,,,,,,,
kujifanya,"to pretend, to act as if",,,,,,verb,B2,ai,,,-jifanya,,,,,,,,,
mshumaa,candle,,,,,,noun,A2,ai,,,,,,,,,,,,
ufundi,"craft, skill, technique",,,,,,noun,B1,ai,,,fundi (craftsman),,,,,,,,,
kupoteza,"to lose, to waste",,,,,,verb,A2,ai,,,-poteza,,,,,,,,,
kukodi,"to rent, to hire",,,,,,verb,B1,ai,,,-kodi,,,,,,,,,
hadithi,"story, tale",,,,,,noun,A2,ai,,,,,,,,,,,,
stima,"electricity, electric power",,,,,,noun,A2,ai,,umeme,,,,,,,,,,
sofa,"sofa, settee",,,,,,noun,A2,ai,,,,,,,,,,,,
betri,battery,,,,,,noun,A2,ai,,,,,,,,,,,,
utani,"joking, banter",,,,,,noun,B2,ai,,,,,,,,,,,,
machafuko,"disorder, unrest, mess",,,,,,noun,B2,ai,,,-chafuka (become dirty),,,,,,,,,
mazungumzo,"conversation, discussion",,,,,,noun,B1,ai,,,-zungumza (converse),,,,,,,,,
kujulisha,"to inform, to notify",,,,,,verb,B1,ai,,,-julisha,,,,,,,,,
alasiri,mid-afternoon,,,,,,noun,B1,ai,,,,,,,,,,,,
mteja,"client, customer",,,,,,noun,B1,ai,,,,,,,,,,,,
ukumbusho,"reminder, commemoration",,,,,,noun,B1,ai,,,-kumbuka (remember),,,,,,,,,
kampuni,"company, firm",,,,,,noun,A2,ai,,,,,,,,,,,,
kufurika,"to overflow, to flood",,,,,,verb,B2,ai,,,-furika,,,,,,,,,
mafuriko,"floods, flooding",,,,,,noun,B1,ai,,,-furika (overflow),,,,,,,,,
kuhuzunisha,"to sadden, to make sorrowful",,,,,,verb,B2,ai,,,-huzunisha,,,,,,,,,
kutabiri,"to predict, to forecast",,,,,,verb,B2,ai,,,-tabiri,,,,,,,,,
kuathiri,"to affect, to influence",,,,,,verb,B2,ai,,,-athiri,,,,,,,,,
athari,"effect, impact, trace",,,,,,noun,B1,ai,,,,,,,,,,,,
ajali,accident,,,,,,noun,A2,ai,,,,,,,,,,,,
ghafla,"suddenly, all at once",,,,,,adv,B1,ai,,,,,,,,,,,,
ufupi,"shortness, brevity",,,,,,noun,B1,ai,,,-fupi (short),,,,,,,,,
kufahamu,"to understand, to be aware of",,,,,,verb,B1,ai,,,-fahamu,,,,,,,,,
ufahamu,"understanding, comprehension",,,,,,noun,B2,ai,,,-fahamu,,,,,,,,,
kuteleza,"to slip, to slide",,,,,,verb,B1,ai,,,-teleza,,,,,,,,,
kupotea,"to get lost, to disappear",,,,,,verb,A2,ai,,,-potea,,,,,,,,,
kubidi,"to be necessary, to be obliged to",,,,,,verb,B2,ai,,,-bidi,,,,,,,,,
udhamini,"sponsorship, scholarship",,,,,,noun,B2,ai,,,,,,,,,,,,
kufanikiwa,"to succeed, to prosper",,,,,,verb,B1,ai,,,-fanikiwa,,,,,,,,,
akiba,"savings, reserve",,,,,,noun,B1,ai,,,,,,,,,,,,
suala,"issue, matter, question",,,,,,noun,B1,ai,,,,,,,,,,,,
kufikiri,"to think, to reason",,,,,,verb,A2,ai,,,-fikiri,,,,,,,,,
suruali,trousers,,,,,,noun,A2,ai,,,,,,,,,,,,
kliniki,clinic,,,,,,noun,B1,ai,,,,,,,,,,,,
hifadhi,"reserve, conservation area; storage",,,,,,noun,B1,ai,,,,,,,,,,,,
hadi,"until, up to, as far as",,,,,,preposition,A2,ai,,,,,,,,,,,,
kuanguka,to fall; to fail an exam,,,,,,verb,A2,ai,,,-anguka,,,,,,,,,
kufura,to swell,,,,,,verb,B2,ai,,,-fura,,,,,,,,,
kufika,"to arrive, to reach",,,,,,verb,A1,ai,,,-fika,,,,,,,,,
kurithi,to inherit,,,,,,verb,B2,ai,,,-rithi,,,,,,,,,
ombi,"request, petition",,,,,,noun,B1,ai,,,-omba (ask),,,,,,,,,
kuongeza,"to add, to increase",,,,,,verb,A2,ai,,,-ongeza,,,,,,,,,
kuhitaji,"to need, to require",,,,,,verb,A2,ai,,,-hitaji,,,,,,,,,
kutarajia,"to expect, to anticipate",,,,,,verb,B1,ai,,,-tarajia,,,,,,,,,
kubadilisha,"to change, to exchange",,,,,,verb,A2,ai,,,-badilisha,,,,,,,,,
taulo,towel,,,,,,noun,A2,ai,,,,,,,,,,,,
kusafisha,to clean,,,,,,verb,A2,ai,,,-safisha,,,,,,,,,
kurudi,"to return, to go back",,,,,,verb,A1,ai,,,-rudi,,,,,,,,,
kutua,"to land, to alight, to set down",,,,,,verb,B1,ai,,,-tua,,,,,,,,,
kuwasili,to arrive,,,,,,verb,B1,ai,,,-wasili,,,,,,,,,
kusafiri,to travel,,,,,,verb,A2,ai,,,-safiri,,,,,,,,,
madawa,"drugs, medicines",,,,,,noun,B1,ai,,,,,,,,,,,,
kichocheo,"stimulant, catalyst, incentive",,,,,,noun,B2,ai,,,-chochea (incite),,,,,,,,,
kukatiza,"to interrupt, to cut across",,,,,,verb,B2,ai,,,-katiza,,,,,,,,,
saikolojia,psychology,,,,,,noun,B2,ai,,,,,,,,,,,,
shinikizo,pressure,,,,,,noun,B2,ai,,,,,,,,,,,,
kutegemea,"to depend on, to rely on, to expect",,,,,,verb,B1,ai,,,-tegemea,,,,,,,,,
umbo,"shape, form",,,,,,noun,B1,ai,,,,,,,,,,,,
kufanana,to resemble one another,,,,,,verb,B1,ai,,,-fanana,,,,,,,,,
kipengele,"feature, element, clause",,,,,,noun,B2,ai,,,,,,,,,,,,
kudumu,"to last, to endure",,,,,,verb,B1,ai,,,-dumu,,,,,,,,,
nyamavu,"quiet, taciturn",,,,,,adj,B2,ai,,,,,,,,,,,,
bafu,"bathroom, bath",,,,,,noun,A2,ai,,,,,,,,,,,,
bwawa,"pool, pond, dam",,,,,,noun,B1,ai,,,,,,,,,,,,
kuogelea,to swim,,,,,,verb,A2,ai,,,-ogelea,,,,,,,,,
mwenyeji,"host; local inhabitant, native",,,,,,noun,B1,ai,,,,,,,,,,,,
maili,mile,,,,,,noun,B1,ai,,,,,,,,,,,,
kuonekana,"to be seen, to appear, to seem",,,,,,verb,B1,ai,,,-onekana,,,,,,,,,
intaneti,internet,,,,,,noun,A2,ai,,mtandao,,,,,,,,,,
anwani,address; title,,,,,,noun,A2,ai,,,,,,,,,,,,
kubonyeza,"to press, to click",,,,,,verb,B1,ai,,,-bonyeza,,,,,,,,,
nywila,password,,,,,,noun,B1,ai,,neno la siri,,,,,,,,,,
kutafuta,"to look for, to search",,,,,,verb,A1,ai,,,-tafuta,,,,,,,,,
mhandisi,engineer,,,,,,noun,B1,ai,,,,,,,,,,,,
cheo,"rank, position, title",,,,,,noun,B1,ai,,,,,,,,,,,,
msaada,"help, assistance, aid",,,,,,noun,A2,ai,,,-saidia (help),,,,,,,,,
kufaa,"to be suitable, to be of use",,,,,,verb,B1,ai,,,-faa,,,,,,,,,
mhenga,"elder, ancestor, sage",,,,,,noun,C1,ai,,,,,,,,,,,,
kuiga,"to imitate, to copy",,,,,,verb,B2,ai,,,-iga,,,,,,,,,
kudai,"to claim, to demand",,,,,,verb,B2,ai,,,-dai,,,,,,,,,
kuthibitisha,"to prove, to confirm",,,,,,verb,B2,ai,,,-thibitisha,,,,,,,,,
afadhali,"better, preferably",,,,,,adv,B1,ai,,,,,,,,,,,,
maafa,"disaster, calamity",,,,,,noun,B2,ai,,,,,,,,,,,,
ngano,"folk tale, legend; wheat",,,,,,noun,B2,ai,,,,,,,,,,,,
kuvutia,"to attract, to be interesting",,,,,,verb,B1,ai,,,-vutia,,,,,,,,,
kuhadithia,"to narrate, to tell a story to",,,,,,verb,B2,ai,,,-hadithia,,,,,,,,,
mandazi,"a fried dough cake, similar to a doughnut",,,,,,noun,A2,ai,,,,,,,,,,,,
sumu,"poison, venom",,,,,,noun,B2,ai,,,,,,,,,,,,
mlingano,"equation, balance",,,,,,noun,B2,ai,,,-lingana (be equal),,,,,,,,,
mwanasayansi,scientist,,,,,,noun,B1,ai,,,,,,,,,,,,
mchanganyiko,"mixture, blend",,,,,,noun,B2,ai,,,-changanya (mix),,,,,,,,,
kusihi,"to urge, to implore",,,,,,verb,C1,ai,,,-sihi,,,,,,,,,
msamaha,"forgiveness, pardon",,,,,,noun,B1,ai,,,-samehe (forgive),,,,,,,,,
kujali,"to care, to mind",,,,,,verb,B1,ai,,,-jali,,,,,,,,,
kugundua,"to discover, to notice",,,,,,verb,B1,ai,,,-gundua,,,,,,,,,
ukame,drought,,,,,,noun,B2,ai,,,-kame (dry),,,,,,,,,
dhoruba,storm,,,,,,noun,B2,ai,,,,,,,,,,,,
uhakika,"certainty, assurance",,,,,,noun,B2,ai,,,-hakika (certain),,,,,,,,,
kuruka,to jump; to fly,,,,,,verb,A2,ai,,,-ruka,,,,,,,,,
utoto,childhood,,,,,,noun,B1,ai,,,mtoto (child),,,,,,,,,
kukua,"to grow, to grow up",,,,,,verb,A2,ai,,,-kua,,,,,,,,,
leo,today,,,,,,adv,A1,ai,,,,,,,,,,,,
sasa,now,,,,,,adv,A1,ai,,,,,,,,,,,,
jana,yesterday,,,,,,adv,A1,ai,,,,,,,,,,,,
pamoja,together,,,,,,adv,A1,ai,,,,,,,,,,,,
kila,"every, each",,,,,,adj,A1,ai,,,,,,,,,,,,
katika,"in, at, into, among",,,,,,preposition,A1,ai,,,,,,,,,,,,
bila,without,,,,,,preposition,A1,ai,,,,,,,,,,,,
mpya,new,,,,,,adj,A1,ai,,,,,,,,,,,,
mingi,"many, much (class 4)",,,,,,adj,A1,ai,,,,,,,,,,,,
chache,"few, a few",,,,,,adj,A2,ai,,,,,,,,,,,,
