word	sentence	translation	difficulty_rank	gloss
kuku	Chimba dhahabu, chimba kisima, chimba mifupa ya kuku.:)	Dig for gold, dig a well, dig chicken bones. :)	2315	dig.IMP · CL9.gold · dig.IMP · CL7.well · dig.IMP · CL4.bone · CL4.of · CL9.chicken
kisima	Chimba dhahabu, chimba kisima, chimba mifupa ya kuku.:)	Dig for gold, dig a well, dig chicken bones. :)	2315	dig.IMP · CL9.gold · dig.IMP · CL7.well · dig.IMP · CL4.bone · CL4.of · CL9.chicken
wasichana	Ni jambo la wasichana.	It's a chick thing.	2322	COP · CL5.affair · CL5.of · CL2.girl
zake	Fedha zake ni katika benki.	His money is in the bank.	2324	CL10.money · CL10.3SG.POSS · COP · in · CL9.bank
benki	Fedha zake ni katika benki.	His money is in the bank.	2324	CL10.money · CL10.3SG.POSS · COP · in · CL9.bank
fedha	Fedha zake ni katika benki.	His money is in the bank.	2324	CL10.money · CL10.3SG.POSS · COP · in · CL9.bank
benki	Nilikwenda benki.	I went to the bank.	2324	1SG.PST.go · CL9.bank
nilikwenda	Nilikwenda benki.	I went to the bank.	2324	1SG.PST.go · CL9.bank
benki	Baba yake anafanya kazi benki.	Her father is a bank employee.	2324	CL1.father · CL1.3SG.POSS · CL1.PRES.do · CL9.work · CL9.bank
mkate	Wanakula asali na mkate.	They feed on honey and bread.	2328	CL2.PRES.eat · CL9.honey · and · CL3.bread
wanakula	Wanakula asali na mkate.	They feed on honey and bread.	2328	CL2.PRES.eat · CL9.honey · and · CL3.bread
asali	Wanakula asali na mkate.	They feed on honey and bread.	2328	CL2.PRES.eat · CL9.honey · and · CL3.bread
mlima	Mlima mkubwa karibu na kijiji chetu kuziba jua wakati mwingi mchana	This huge mountain near our village blocks the sun most of the day.	2381	CL3.mountain · CL3.big · near · with · CL7.village · CL7.1PL.POSS · INF.block · CL5.sun · CL11.time · CL11.much · CL3.daytime
mwingi	Mlima mkubwa karibu na kijiji chetu kuziba jua wakati mwingi mchana	This huge mountain near our village blocks the sun most of the day.	2381	CL3.mountain · CL3.big · near · with · CL7.village · CL7.1PL.POSS · INF.block · CL5.sun · CL11.time · CL11.much · CL3.daytime
kuziba	Mlima mkubwa karibu na kijiji chetu kuziba jua wakati mwingi mchana	This huge mountain near our village blocks the sun most of the day.	2381	CL3.mountain · CL3.big · near · with · CL7.village · CL7.1PL.POSS · INF.block · CL5.sun · CL11.time · CL11.much · CL3.daytime
chetu	Mlima mkubwa karibu na kijiji chetu kuziba jua wakati mwingi mchana	This huge mountain near our village blocks the sun most of the day.	2381	CL3.mountain · CL3.big · near · with · CL7.village · CL7.1PL.POSS · INF.block · CL5.sun · CL11.time · CL11.much · CL3.daytime
kijiji	Mlima mkubwa karibu na kijiji chetu kuziba jua wakati mwingi mchana	This huge mountain near our village blocks the sun most of the day.	2381	CL3.mountain · CL3.big · near · with · CL7.village · CL7.1PL.POSS · INF.block · CL5.sun · CL11.time · CL11.much · CL3.daytime
kuamka	Kila siku ni maisha kidogo: kila kuamka na kulala kuzaliwa kidogo, kila asubuhi safi ujana mdogo, kila kwenda kupumzika na kulala kifo kidogo.	Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.	2399	every · CL9.day · COP · CL6.life · small · every · INF.wake · and · INF.sleep · INF.be_born · small · every · CL9.morning · clean · CL11.youth · CL11.small · every · INF.go · INF.rest · and · INF.sleep · CL7.death · CL7.small
kuzaliwa	Kila siku ni maisha kidogo: kila kuamka na kulala kuzaliwa kidogo, kila asubuhi safi ujana mdogo, kila kwenda kupumzika na kulala kifo kidogo.	Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.	2399	every · CL9.day · COP · CL6.life · small · every · INF.wake · and · INF.sleep · INF.be_born · small · every · CL9.morning · clean · CL11.youth · CL11.small · every · INF.go · INF.rest · and · INF.sleep · CL7.death · CL7.small
ujana	Kila siku ni maisha kidogo: kila kuamka na kulala kuzaliwa kidogo, kila asubuhi safi ujana mdogo, kila kwenda kupumzika na kulala kifo kidogo.	Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.	2399	every · CL9.day · COP · CL6.life · small · every · INF.wake · and · INF.sleep · INF.be_born · small · every · CL9.morning · clean · CL11.youth · CL11.small · every · INF.go · INF.rest · and · INF.sleep · CL7.death · CL7.small
safi	Kila siku ni maisha kidogo: kila kuamka na kulala kuzaliwa kidogo, kila asubuhi safi ujana mdogo, kila kwenda kupumzika na kulala kifo kidogo.	Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.	2399	every · CL9.day · COP · CL6.life · small · every · INF.wake · and · INF.sleep · INF.be_born · small · every · CL9.morning · clean · CL11.youth · CL11.small · every · INF.go · INF.rest · and · INF.sleep · CL7.death · CL7.small
mdogo	Kila siku ni maisha kidogo: kila kuamka na kulala kuzaliwa kidogo, kila asubuhi safi ujana mdogo, kila kwenda kupumzika na kulala kifo kidogo.	Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.	2399	every · CL9.day · COP · CL6.life · small · every · INF.wake · and · INF.sleep · INF.be_born · small · every · CL9.morning · clean · CL11.youth · CL11.small · every · INF.go · INF.rest · and · INF.sleep · CL7.death · CL7.small
kupumzika	Kila siku ni maisha kidogo: kila kuamka na kulala kuzaliwa kidogo, kila asubuhi safi ujana mdogo, kila kwenda kupumzika na kulala kifo kidogo.	Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.	2399	every · CL9.day · COP · CL6.life · small · every · INF.wake · and · INF.sleep · INF.be_born · small · every · CL9.morning · clean · CL11.youth · CL11.small · every · INF.go · INF.rest · and · INF.sleep · CL7.death · CL7.small
kamilisha	Je, utakamilisha hili jambo muda si mrefu?	Are you going to get this done anytime soon?	2413	Q · 2SG.FUT.complete · CL5.this · CL5.affair · CL3.time · NEG.COP · CL3.long
mrefu	Je, utakamilisha hili jambo muda si mrefu?	Are you going to get this done anytime soon?	2413	Q · 2SG.FUT.complete · CL5.this · CL5.affair · CL3.time · NEG.COP · CL3.long
kosa	Tunakosa mabawa, lakini bado tuna nguvu ya kutosha kuanguka.	We lack wings, but we still have enough strength to fall.	2418	1PL.PRES.lack · CL6.wing · but · still · 1PL.have · CL9.strength · CL9.of · INF.suffice · INF.fall
kutosha	Tunakosa mabawa, lakini bado tuna nguvu ya kutosha kuanguka.	We lack wings, but we still have enough strength to fall.	2418	1PL.PRES.lack · CL6.wing · but · still · 1PL.have · CL9.strength · CL9.of · INF.suffice · INF.fall
kuanguka	Tunakosa mabawa, lakini bado tuna nguvu ya kutosha kuanguka.	We lack wings, but we still have enough strength to fall.	2418	1PL.PRES.lack · CL6.wing · but · still · 1PL.have · CL9.strength · CL9.of · INF.suffice · INF.fall
mabawa	Tunakosa mabawa, lakini bado tuna nguvu ya kutosha kuanguka.	We lack wings, but we still have enough strength to fall.	2418	1PL.PRES.lack · CL6.wing · but · still · 1PL.have · CL9.strength · CL9.of · INF.suffice · INF.fall
nunua	Kitabu nilinunua kiko mezani.	The book I bought is on the table.	2441	CL7.book · 1SG.PST.buy · CL7.be.at · CL9.table.LOC
kiko	Kitabu nilinunua kiko mezani.	The book I bought is on the table.	2441	CL7.book · 1SG.PST.buy · CL7.be.at · CL9.table.LOC
mezani	Kitabu nilinunua kiko mezani.	The book I bought is on the table.	2441	CL7.book · 1SG.PST.buy · CL7.be.at · CL9.table.LOC
kiko	Chakula kiko tayari.	Lunch is served.	2441	CL7.food · CL7.be.at · ready
tunahitaji	Tunahitaji wakati zaidi.	We need some more time.	2446	1PL.PRES.need · CL11.time · more
mdomo	Mdomo wa chini ni mkubwa kuliko mdomo wa juu.	The lower lip is bigger than the upper lip.	2447	CL3.lip · CL3.of · below · COP · CL3.big · than · CL3.lip · CL3.of · above
ijumaa	Je, utakuwa huru Ijumaa alasiri?	Are they free on Friday afternoon?	2453	Q · 2SG.FUT.be · free · CL9.Friday · CL9.afternoon
huru	Je, utakuwa huru Ijumaa alasiri?	Are they free on Friday afternoon?	2453	Q · 2SG.FUT.be · free · CL9.Friday · CL9.afternoon
alasiri	Je, utakuwa huru Ijumaa alasiri?	Are they free on Friday afternoon?	2453	Q · 2SG.FUT.be · free · CL9.Friday · CL9.afternoon
uza	Katika soko, mkulima anauza mkate wa mkulima wake.	At the market, the farmer is selling his farmer's bread.	2461	in · CL5.market · CL1.farmer · CL1.PRES.sell · CL3.bread · CL3.of · CL1.farmer · CL1.3SG.POSS
mkulima	Katika soko, mkulima anauza mkate wa mkulima wake.	At the market, the farmer is selling his farmer's bread.	2461	in · CL5.market · CL1.farmer · CL1.PRES.sell · CL3.bread · CL3.of · CL1.farmer · CL1.3SG.POSS
mkate	Katika soko, mkulima anauza mkate wa mkulima wake.	At the market, the farmer is selling his farmer's bread.	2461	in · CL5.market · CL1.farmer · CL1.PRES.sell · CL3.bread · CL3.of · CL1.farmer · CL1.3SG.POSS
soko	Katika soko, mkulima anauza mkate wa mkulima wake.	At the market, the farmer is selling his farmer's bread.	2461	in · CL5.market · CL1.farmer · CL1.PRES.sell · CL3.bread · CL3.of · CL1.farmer · CL1.3SG.POSS
zamani	Mpenzi wangu wa zamani anataka kuharibu uhusiano wangu mpya.	My ex wants to ruin my new relationship.	2472	CL1.lover · CL1.1SG.POSS · CL1.of · former.times · CL1.PRES.want · INF.ruin · CL11.relationship · CL11.1SG.POSS · CL11.new
mpenzi	Mpenzi wangu wa zamani anataka kuharibu uhusiano wangu mpya.	My ex wants to ruin my new relationship.	2472	CL1.lover · CL1.1SG.POSS · CL1.of · former.times · CL1.PRES.want · INF.ruin · CL11.relationship · CL11.1SG.POSS · CL11.new
kuharibu	Mpenzi wangu wa zamani anataka kuharibu uhusiano wangu mpya.	My ex wants to ruin my new relationship.	2472	CL1.lover · CL1.1SG.POSS · CL1.of · former.times · CL1.PRES.want · INF.ruin · CL11.relationship · CL11.1SG.POSS · CL11.new
mwa	Wamo chumbani mwa mwalimu.	They are in the teachers' room.	2483	CL2.be.in · CL7.room.LOC · CL18.of · CL1.teacher
chumbani	Wamo chumbani mwa mwalimu.	They are in the teachers' room.	2483	CL2.be.in · CL7.room.LOC · CL18.of · CL1.teacher
wamo	Wamo chumbani mwa mwalimu.	They are in the teachers' room.	2483	CL2.be.in · CL7.room.LOC · CL18.of · CL1.teacher
unalia	Ulikuwa unalia kwa nini?	Why were you crying?	2486	2SG.PST.be · 2SG.PRES.cry · for · what
viko	Vitabu viko wapi?	Where are the books?	2491	CL8.book · CL8.be.at · where
nyeupe	Msichana ana farasi nyeupe.	The girl has a white horse.	2492	CL1.girl · CL1.have · CL9.horse · CL9.white
msichana	Msichana ana farasi nyeupe.	The girl has a white horse.	2492	CL1.girl · CL1.have · CL9.horse · CL9.white
kushirikiana	Yeye si mtu mzuri wa kushirikiana naye.	He is by no means a pleasant fellow to associate with.	2511	3SG · NEG.COP · CL1.person · CL1.good · CL1.of · INF.associate · with.3SG
huu	Huu ni wako wa kwanza kwako kujaribu kufanya hili?	Is this the first time you've tried doing this?	2518	CL3.this · COP · CL3.2SG.POSS · CL3.of · first · CL17.2SG.POSS · INF.try · INF.do · CL5.this
kwako	Huu ni wako wa kwanza kwako kujaribu kufanya hili?	Is this the first time you've tried doing this?	2518	CL3.this · COP · CL3.2SG.POSS · CL3.of · first · CL17.2SG.POSS · INF.try · INF.do · CL5.this
kujaribu	Huu ni wako wa kwanza kwako kujaribu kufanya hili?	Is this the first time you've tried doing this?	2518	CL3.this · COP · CL3.2SG.POSS · CL3.of · first · CL17.2SG.POSS · INF.try · INF.do · CL5.this
kwanza	Huu ni wako wa kwanza kwako kujaribu kufanya hili?	Is this the first time you've tried doing this?	2518	CL3.this · COP · CL3.2SG.POSS · CL3.of · first · CL17.2SG.POSS · INF.try · INF.do · CL5.this
kutoweka	Ukungu ulianza kutoweka karibu saa kumi.	The fog began to disappear around ten o'clock.	2520	CL11.fog · CL11.PST.begin · INF.disappear · near · CL9.hour · ten
ukungu	Ukungu ulianza kutoweka karibu saa kumi.	The fog began to disappear around ten o'clock.	2520	CL11.fog · CL11.PST.begin · INF.disappear · near · CL9.hour · ten
sura	Mbwa mwitu atabadilisha sura, lakini ataendelea kula kuku.	The wolf will change shape, but will continue to eat chicken.	2552	CL9.dog · CL3.forest · CL1.FUT.change · CL9.shape · but · CL1.FUT.continue · INF.eat · CL9.chicken
mwitu	Mbwa mwitu atabadilisha sura, lakini ataendelea kula kuku.	The wolf will change shape, but will continue to eat chicken.	2552	CL9.dog · CL3.forest · CL1.FUT.change · CL9.shape · but · CL1.FUT.continue · INF.eat · CL9.chicken
badilisha	Mbwa mwitu atabadilisha sura, lakini ataendelea kula kuku.	The wolf will change shape, but will continue to eat chicken.	2552	CL9.dog · CL3.forest · CL1.FUT.change · CL9.shape · but · CL1.FUT.continue · INF.eat · CL9.chicken
endelea	Mbwa mwitu atabadilisha sura, lakini ataendelea kula kuku.	The wolf will change shape, but will continue to eat chicken.	2552	CL9.dog · CL3.forest · CL1.FUT.change · CL9.shape · but · CL1.FUT.continue · INF.eat · CL9.chicken
kuku	Mbwa mwitu atabadilisha sura, lakini ataendelea kula kuku.	The wolf will change shape, but will continue to eat chicken.	2552	CL9.dog · CL3.forest · CL1.FUT.change · CL9.shape · but · CL1.FUT.continue · INF.eat · CL9.chicken
polepole	Amekuwa akifanya polepole.	He's been dragging his feet.	2554	CL1.PERF.be · CL1.PROG.do · slowly
nahodha	Nahodha wa zamani alikuwa bora kuliko huyu wa sasa.	The former captain was superior to the present one.	2555	CL1.captain · CL1.of · former.times · CL1.PST.be · superior · than · CL1.this · CL1.of · now
huyu	Nahodha wa zamani alikuwa bora kuliko huyu wa sasa.	The former captain was superior to the present one.	2555	CL1.captain · CL1.of · former.times · CL1.PST.be · superior · than · CL1.this · CL1.of · now
nahodha	Nahodha alitoa agizo la kuachana na meli.	The captain gave the order to abandon the ship.	2555	CL1.captain · CL1.PST.give · CL5.order · CL5.of · INF.part · with · CL9.ship
meli	Nahodha alitoa agizo la kuachana na meli.	The captain gave the order to abandon the ship.	2555	CL1.captain · CL1.PST.give · CL5.order · CL5.of · INF.part · with · CL9.ship
kuachana	Nahodha alitoa agizo la kuachana na meli.	The captain gave the order to abandon the ship.	2555	CL1.captain · CL1.PST.give · CL5.order · CL5.of · INF.part · with · CL9.ship
toa	Nahodha alitoa agizo la kuachana na meli.	The captain gave the order to abandon the ship.	2555	CL1.captain · CL1.PST.give · CL5.order · CL5.of · INF.part · with · CL9.ship
agizo	Nahodha alitoa agizo la kuachana na meli.	The captain gave the order to abandon the ship.	2555	CL1.captain · CL1.PST.give · CL5.order · CL5.of · INF.part · with · CL9.ship
kutoka	Pamoja na kila kitu, bado tuliweza kutoroka kutoka kwenye pango.	Despite everything, we still managed to escape from the cave.	2559	together · with · every · CL7.thing · still · 1PL.PST.be.able · INF.escape · from · at · CL5.cave
pango	Pamoja na kila kitu, bado tuliweza kutoroka kutoka kwenye pango.	Despite everything, we still managed to escape from the cave.	2559	together · with · every · CL7.thing · still · 1PL.PST.be.able · INF.escape · from · at · CL5.cave
pamoja	Pamoja na kila kitu, bado tuliweza kutoroka kutoka kwenye pango.	Despite everything, we still managed to escape from the cave.	2559	together · with · every · CL7.thing · still · 1PL.PST.be.able · INF.escape · from · at · CL5.cave
kutoroka	Pamoja na kila kitu, bado tuliweza kutoroka kutoka kwenye pango.	Despite everything, we still managed to escape from the cave.	2559	together · with · every · CL7.thing · still · 1PL.PST.be.able · INF.escape · from · at · CL5.cave
weza	Pamoja na kila kitu, bado tuliweza kutoroka kutoka kwenye pango.	Despite everything, we still managed to escape from the cave.	2559	together · with · every · CL7.thing · still · 1PL.PST.be.able · INF.escape · from · at · CL5.cave
moto	Moto ulipunguza kijiji kizima kuwa majivu.	The fire reduced the whole village to ashes.	2560	CL3.fire · CL3.PST.reduce · CL7.village · CL7.whole · INF.be · CL6.ash
punguza	Moto ulipunguza kijiji kizima kuwa majivu.	The fire reduced the whole village to ashes.	2560	CL3.fire · CL3.PST.reduce · CL7.village · CL7.whole · INF.be · CL6.ash
kizima	Moto ulipunguza kijiji kizima kuwa majivu.	The fire reduced the whole village to ashes.	2560	CL3.fire · CL3.PST.reduce · CL7.village · CL7.whole · INF.be · CL6.ash
kijiji	Moto ulipunguza kijiji kizima kuwa majivu.	The fire reduced the whole village to ashes.	2560	CL3.fire · CL3.PST.reduce · CL7.village · CL7.whole · INF.be · CL6.ash
majivu	Moto ulipunguza kijiji kizima kuwa majivu.	The fire reduced the whole village to ashes.	2560	CL3.fire · CL3.PST.reduce · CL7.village · CL7.whole · INF.be · CL6.ash
polepole	Punguza polepole.	Just slow down.	2560	reduce.IMP · slowly
punguza	Punguza polepole.	Just slow down.	2560	reduce.IMP · slowly
anaweza	Samaki anaweza kuogelea.	The fish can swim.	2562	CL9.fish · CL1.PRES.be.able · INF.swim
kuogelea	Samaki anaweza kuogelea.	The fish can swim.	2562	CL9.fish · CL1.PRES.be.able · INF.swim
mafanikio	Alikuwa katika ukamilifu wa mafanikio.	He was within an ace of success.	2568	CL1.PST.be · in · CL11.perfection · CL11.of · CL6.success
ukamilifu	Alikuwa katika ukamilifu wa mafanikio.	He was within an ace of success.	2568	CL1.PST.be · in · CL11.perfection · CL11.of · CL6.success
mafanikio	Jambo muhimu sana katika mafanikio ni nidhamu.	Discipline is the most important part of success.	2568	CL5.matter · important · very · in · CL6.success · COP · CL9.discipline
nidhamu	Jambo muhimu sana katika mafanikio ni nidhamu.	Discipline is the most important part of success.	2568	CL5.matter · important · very · in · CL6.success · COP · CL9.discipline
picha	Unapenda kuchukua picha, sivyo?	You like to take pictures, don't you?	2570	2SG.PRES.like · INF.take · CL9.picture · NEG.COP.CL8.REL
kuchukua	Unapenda kuchukua picha, sivyo?	You like to take pictures, don't you?	2570	2SG.PRES.like · INF.take · CL9.picture · NEG.COP.CL8.REL
mti	Kuna wanaume wawili na mwanamke mmoja wamesimama karibu na mti katika picha hiyo.	There are two men and a woman standing next to a tree in the picture.	2570	CL17.there.is · CL2.man · CL2.two · and · CL1.woman · CL1.one · CL2.PERF.stand · near · with · CL3.tree · in · CL9.picture · CL9.that
wawili	Kuna wanaume wawili na mwanamke mmoja wamesimama karibu na mti katika picha hiyo.	There are two men and a woman standing next to a tree in the picture.	2570	CL17.there.is · CL2.man · CL2.two · and · CL1.woman · CL1.one · CL2.PERF.stand · near · with · CL3.tree · in · CL9.picture · CL9.that
mmoja	Kuna wanaume wawili na mwanamke mmoja wamesimama karibu na mti katika picha hiyo.	There are two men and a woman standing next to a tree in the picture.	2570	CL17.there.is · CL2.man · CL2.two · and · CL1.woman · CL1.one · CL2.PERF.stand · near · with · CL3.tree · in · CL9.picture · CL9.that
simama	Kuna wanaume wawili na mwanamke mmoja wamesimama karibu na mti katika picha hiyo.	There are two men and a woman standing next to a tree in the picture.	2570	CL17.there.is · CL2.man · CL2.two · and · CL1.woman · CL1.one · CL2.PERF.stand · near · with · CL3.tree · in · CL9.picture · CL9.that
wanaume	Kuna wanaume wawili na mwanamke mmoja wamesimama karibu na mti katika picha hiyo.	There are two men and a woman standing next to a tree in the picture.	2570	CL17.there.is · CL2.man · CL2.two · and · CL1.woman · CL1.one · CL2.PERF.stand · near · with · CL3.tree · in · CL9.picture · CL9.that
picha	Kuna wanaume wawili na mwanamke mmoja wamesimama karibu na mti katika picha hiyo.	There are two men and a woman standing next to a tree in the picture.	2570	CL17.there.is · CL2.man · CL2.two · and · CL1.woman · CL1.one · CL2.PERF.stand · near · with · CL3.tree · in · CL9.picture · CL9.that
hesabu	Ninachukia hesabu.	I hate maths.	2571	1SG.PRES.hate · CL9.mathematics
chukia	Ninachukia hesabu.	I hate maths.	2571	1SG.PRES.hate · CL9.mathematics
ninataka	Ninataka mkate.	I want bread.	2577	1SG.PRES.want · CL3.bread
haki	Ninataka wapate haki.	I want them brought to justice.	2577	1SG.PRES.want · CL2.get.SBJV · CL9.justice
wapate	Ninataka wapate haki.	I want them brought to justice.	2577	1SG.PRES.want · CL2.get.SBJV · CL9.justice
ninataka	Ninataka wapate haki.	I want them brought to justice.	2577	1SG.PRES.want · CL2.get.SBJV · CL9.justice
huo	Huo ni uteuzi mbaya wa maneno.	That's an odd choice of words.	2582	CL11.that · COP · CL11.choice · CL11.bad · CL11.of · CL6.word
maneno	Huo ni uteuzi mbaya wa maneno.	That's an odd choice of words.	2582	CL11.that · COP · CL11.choice · CL11.bad · CL11.of · CL6.word
uteuzi	Huo ni uteuzi mbaya wa maneno.	That's an odd choice of words.	2582	CL11.that · COP · CL11.choice · CL11.bad · CL11.of · CL6.word
maalum	Isipokuwa katika hali maalum, mtu yeyote anaruhusiwa kuingia ndani ya jengo.	Except in special circumstances, anyone is allowed to enter the building.	2592	except · in · CL9.condition · special · CL1.person · CL1.any · CL1.PRES.allow.PASS · INF.enter · inside · CL9.of · CL5.building
isipokuwa	Isipokuwa katika hali maalum, mtu yeyote anaruhusiwa kuingia ndani ya jengo.	Except in special circumstances, anyone is allowed to enter the building.	2592	except · in · CL9.condition · special · CL1.person · CL1.any · CL1.PRES.allow.PASS · INF.enter · inside · CL9.of · CL5.building
jengo	Isipokuwa katika hali maalum, mtu yeyote anaruhusiwa kuingia ndani ya jengo.	Except in special circumstances, anyone is allowed to enter the building.	2592	except · in · CL9.condition · special · CL1.person · CL1.any · CL1.PRES.allow.PASS · INF.enter · inside · CL9.of · CL5.building
ruhusiwa	Isipokuwa katika hali maalum, mtu yeyote anaruhusiwa kuingia ndani ya jengo.	Except in special circumstances, anyone is allowed to enter the building.	2592	except · in · CL9.condition · special · CL1.person · CL1.any · CL1.PRES.allow.PASS · INF.enter · inside · CL9.of · CL5.building
kuingia	Isipokuwa katika hali maalum, mtu yeyote anaruhusiwa kuingia ndani ya jengo.	Except in special circumstances, anyone is allowed to enter the building.	2592	except · in · CL9.condition · special · CL1.person · CL1.any · CL1.PRES.allow.PASS · INF.enter · inside · CL9.of · CL5.building
yeyote	Isipokuwa katika hali maalum, mtu yeyote anaruhusiwa kuingia ndani ya jengo.	Except in special circumstances, anyone is allowed to enter the building.	2592	except · in · CL9.condition · special · CL1.person · CL1.any · CL1.PRES.allow.PASS · INF.enter · inside · CL9.of · CL5.building
letu	Upepo ulirarua paa la jengo letu.	The wind ripped the roof off our building.	2592	CL11.wind · CL11.PST.tear · CL5.roof · CL5.of · CL5.building · CL5.1PL.POSS
jengo	Upepo ulirarua paa la jengo letu.	The wind ripped the roof off our building.	2592	CL11.wind · CL11.PST.tear · CL5.roof · CL5.of · CL5.building · CL5.1PL.POSS
upepo	Upepo ulirarua paa la jengo letu.	The wind ripped the roof off our building.	2592	CL11.wind · CL11.PST.tear · CL5.roof · CL5.of · CL5.building · CL5.1PL.POSS
paa	Upepo ulirarua paa la jengo letu.	The wind ripped the roof off our building.	2592	CL11.wind · CL11.PST.tear · CL5.roof · CL5.of · CL5.building · CL5.1PL.POSS
rarua	Upepo ulirarua paa la jengo letu.	The wind ripped the roof off our building.	2592	CL11.wind · CL11.PST.tear · CL5.roof · CL5.of · CL5.building · CL5.1PL.POSS
mjinga	Mimi si mjinga.	I'm not an idiot.	2593	1SG · NEG.COP · CL1.fool
udhaifu	Machoni mwa watu wengi, umaskini ni mbaya zaidi kuliko uovu: ni udhaifu.	In the eyes of many, poverty is much worse than vice: it's a weakness.	2619	CL6.eye.LOC · CL18.of · CL2.person · CL2.many · CL11.poverty · COP · CL11.bad · more · than · CL11.evil · COP · CL11.weakness
mwa	Machoni mwa watu wengi, umaskini ni mbaya zaidi kuliko uovu: ni udhaifu.	In the eyes of many, poverty is much worse than vice: it's a weakness.	2619	CL6.eye.LOC · CL18.of · CL2.person · CL2.many · CL11.poverty · COP · CL11.bad · more · than · CL11.evil · COP · CL11.weakness
umaskini	Machoni mwa watu wengi, umaskini ni mbaya zaidi kuliko uovu: ni udhaifu.	In the eyes of many, poverty is much worse than vice: it's a weakness.	2619	CL6.eye.LOC · CL18.of · CL2.person · CL2.many · CL11.poverty · COP · CL11.bad · more · than · CL11.evil · COP · CL11.weakness
machoni	Machoni mwa watu wengi, umaskini ni mbaya zaidi kuliko uovu: ni udhaifu.	In the eyes of many, poverty is much worse than vice: it's a weakness.	2619	CL6.eye.LOC · CL18.of · CL2.person · CL2.many · CL11.poverty · COP · CL11.bad · more · than · CL11.evil · COP · CL11.weakness
wengi	Machoni mwa watu wengi, umaskini ni mbaya zaidi kuliko uovu: ni udhaifu.	In the eyes of many, poverty is much worse than vice: it's a weakness.	2619	CL6.eye.LOC · CL18.of · CL2.person · CL2.many · CL11.poverty · COP · CL11.bad · more · than · CL11.evil · COP · CL11.weakness
uovu	Machoni mwa watu wengi, umaskini ni mbaya zaidi kuliko uovu: ni udhaifu.	In the eyes of many, poverty is much worse than vice: it's a weakness.	2619	CL6.eye.LOC · CL18.of · CL2.person · CL2.many · CL11.poverty · COP · CL11.bad · more · than · CL11.evil · COP · CL11.weakness
kuishi	Ndoto hii ya kutaka kuishi katika umaskini ni ndoto ya mwanamke mpumbavu.	This fantasy of wanting to live in poverty is a silly woman's dream.	2619	CL9.dream · CL9.this · CL9.of · INF.want · INF.live · in · CL11.poverty · COP · CL9.dream · CL9.of · CL1.woman · CL1.foolish
kutaka	Ndoto hii ya kutaka kuishi katika umaskini ni ndoto ya mwanamke mpumbavu.	This fantasy of wanting to live in poverty is a silly woman's dream.	2619	CL9.dream · CL9.this · CL9.of · INF.want · INF.live · in · CL11.poverty · COP · CL9.dream · CL9.of · CL1.woman · CL1.foolish
ndoto	Ndoto hii ya kutaka kuishi katika umaskini ni ndoto ya mwanamke mpumbavu.	This fantasy of wanting to live in poverty is a silly woman's dream.	2619	CL9.dream · CL9.this · CL9.of · INF.want · INF.live · in · CL11.poverty · COP · CL9.dream · CL9.of · CL1.woman · CL1.foolish
mpumbavu	Ndoto hii ya kutaka kuishi katika umaskini ni ndoto ya mwanamke mpumbavu.	This fantasy of wanting to live in poverty is a silly woman's dream.	2619	CL9.dream · CL9.this · CL9.of · INF.want · INF.live · in · CL11.poverty · COP · CL9.dream · CL9.of · CL1.woman · CL1.foolish
umaskini	Ndoto hii ya kutaka kuishi katika umaskini ni ndoto ya mwanamke mpumbavu.	This fantasy of wanting to live in poverty is a silly woman's dream.	2619	CL9.dream · CL9.this · CL9.of · INF.want · INF.live · in · CL11.poverty · COP · CL9.dream · CL9.of · CL1.woman · CL1.foolish
sahau	Ni upuuzi gani huu! Nilisahau funguo zangu!	What a dummy! I forgot my keys!	2635	COP · CL11.nonsense · what.kind · CL11.this · 1SG.PST.forget · CL10.key · CL10.1SG.POSS
funguo	Ni upuuzi gani huu! Nilisahau funguo zangu!	What a dummy! I forgot my keys!	2635	COP · CL11.nonsense · what.kind · CL11.this · 1SG.PST.forget · CL10.key · CL10.1SG.POSS
huu	Ni upuuzi gani huu! Nilisahau funguo zangu!	What a dummy! I forgot my keys!	2635	COP · CL11.nonsense · what.kind · CL11.this · 1SG.PST.forget · CL10.key · CL10.1SG.POSS
upuuzi	Ni upuuzi gani huu! Nilisahau funguo zangu!	What a dummy! I forgot my keys!	2635	COP · CL11.nonsense · what.kind · CL11.this · 1SG.PST.forget · CL10.key · CL10.1SG.POSS
zangu	Ni upuuzi gani huu! Nilisahau funguo zangu!	What a dummy! I forgot my keys!	2635	COP · CL11.nonsense · what.kind · CL11.this · 1SG.PST.forget · CL10.key · CL10.1SG.POSS
msaada	Ninakushukuru mapema kwa msaada wako.	I thank you in advance for your assistance.	2653	1SG.PRES.2SG.OBJ.thank · early · for · CL3.help · CL3.2SG.POSS
