word	reading
رسیدگی	rasīdagī
رسیدیم	residim
رشت	rušt
رشته	rišta
رشد	rušd
رضا	rizâ
رضایت	rizâyat
رطوبت	rutūbat
رعایت	ri'âyat
رف	raf
رفاه	rafâh
رفت	raft
رفتار	raftâr
رفتم	raftam
رفتن	raftan
رفتند	raftand
رفع	raf'
رقابت	raqâbat
رقص	raqs
رقم	raqam
رقیب	raqīb
رم	ram
رمان	român
رمز	ramz
رمزنگاری	ramz-negâri
رمزگذاری	ramz-gozâri
رنج	ranj
رنده	rande
رنگ	rang
رنگی	rangi
رنگ‌ها	rang-hâ
رها	rahâ
رها کردن	rahâ kardan
رهبر	rahbar
رهبران	rahbarân
رهبری	rahbari
رو	raw
روابط	rawâbit
رواج	rawâj
روان	rawân
روانی	ravâni
روایت	riwâyat
روبرو	ruberu
روح	rūh
روحانی	rowhâni
روحی	ruhi
رود	rôd
رودخانه	rôdxâna
روز	rôz
روزانه	ruzâne
روزنامه	rôznâma
روزه	rôza
روزها	rôz-hâ
روزگار	rôzgâr
روزی	rôzī
روس	rūs
روستا	rôstâ
روستاها	rustâ-hâ
روستایی	rustâyi
روسی	rusi
روش	rawiš
روشن	rawšan
روغن	rôġan
روم	Rum
رومی	rômī
روند	rawand
رونق	rawnaq
رونمایی	runamâyi
روی	rôy
رویداد	rôydâd
رویه	rawiya
رویکرد	ruykard
رژیم	režim
رکود	rukūd
رکورد	rekowrd
ری	ray
ریاست	riyâsat
ریاضی	riyâzi
ریاضیات	riyâziyyât
ریز	rêz
ریسک	risk
ریشه	riše
ریو	rêw
زاده	zâde
زاویه	zâwiya
زبان	zabân
زخم	zaxm
زخمی	zaxmi
زد	zad
زدن	zadan
زدند	zadand
زده	zade
زرتشتی	zartošti
زرد	zard
زشت	zešt
زلزله	zilzila
زمان	zamân
زمانی	zamâni
زمخت	zomoxt
زمزمه	zamzame
زمستان	zemestân
زمین	zamīn
زمینه	zamīna
زمینی	zamini
زن	zan
زنان	zanân
زند	zand
زندان	zindân
زندانی	zendâni
زنده	zinda
زندگی	zindagī
زندگی کردن	zendegi kardan
زنگ	zang
زنی	zani
زوج	zowj
زود	zūd
زور	zôr
زیاد	ziyâd
زیبا	zibâ
زیباترین	zibâ-tarin
زیبایی	zêbâyī
زیر	zêr
زیرا	zêrâ
زیردریایی	zirdaryâyi
زیست	zist
زیستی	zisti
سؤال	su'âl
سابق	sâbeq
سابقه	sâbeqe
ساحل	sâhil
ساحلی	sâheli
ساخت	sâxt
ساختار	sâxtâr
ساختمان	sâxtmân
ساختن	sâxtan
ساختند	sâxtand
ساده	sâda
سادگی	sâdegi
سارا	sârâ
ساز	sâz
سازمان	sâzmân
سازماندهی	sâzmândehi
سازمانی	sâzemâni
سازنده	sâzande
سازه	sâze
سازگار	sâzgâr
سازگاری	sâzgârī
ساسانی	sâsâni
ساعت	sâ'at
ساغر	sâġar
سال	sâl
سالانه	sâlâna
سالم	sâlem
سالن	sâlon
سالگی	sâlegi
سالیان	sâliyân
سامانه	sâmâna
سامی	sâmi
سان	-sân
سانتیگراد	sântigrâd
سانسور	sânsur
ساکت	sâket
ساکن	sâkin
سایت	sâyt
سایر	sâyer
سایه	sâya
سبب	sabab
سبز	sabz
سبزی	sabzī
سبک	sabk
ستاد	setâd
ستاره	sitâra
ستارگان	sitâragân
ستایش	sitâyiš
سته	satta
ستون	sutūn
سخت	saxt
سخن	suxan
سخنان	soxanân
سخنران	soxanrân
سخنرانی	soxanrâni
سد	sadd
سده	sade
سر	sar
سراسر	sarâsar
سراغ	sorâġ
سران	sarân
سرانجام	sar-anjâm
سرباز	sarbâz
سربازان	sarbâzân
سرتاسر	sartâsar
سرخ	sorx
سرد	sard
سردار	sardâr
سردبیر	sar-dabir
سردترین	sard-tarin
سرزمین	sarzamīn
سرشماری	saršomâri
سرشناس	saršinâs
سرطان	saratân
سرعت	sur'at
سرقت	sariqat
سرما	sarmâ
سرمایه	sarmâya
سرمربی	sarmorabbi
سرنوشت	sarnawišt
سرو	sarw
سرود	surôd
سروده	sorude
سرور	sarwar
سرویس	servis
سرپرست	sarparast
سرپرستی	sarparasti
سرچشمه	sarčešme
سرکوب	sarkub
سرگرم	sargarm
سرگرمی	sargarmī
سری	seri
سریال	seriyâl
سریع	sari'
سزاوار	sezâvâr
سطح	sath
سطحی	sathi
سطوح	sotuh
سعی	sa'y
سعید	sa'īd
سفارت	sifârat
سفارش	sefâreš
سفر	safar
سفر کردن	safar kardan
سفید	safêd
سفیر	safīr
سقف	saqf
سقوط	soqut
سلاح	silâh
سلام	salâm
سلامت	salâmat
سلامتی	salâmatī
سلسله	silsila
سلطان	sultân
سلطنت	saltanat
سلول	sellul
سلیم	salīm
سم	samm
سمت	samt
سمی	sammi
سن	senn
سنا	senâ
سنت	sunnat
سنتی	sunnatī
سنجش	sanjiš
سند	sanad
سندرم	sandrom
سنگ	sang
سنگین	sangīn
سنگینی	sangini
سنی	sunnī
سه	si
سهم	sahm
سو	su
سوء	su'
سواحل	savâhel
سوار	sawâr
سوال	so'âl
سوخت	sôxt
سود	sūd
سوراخ	surâx
سوره	sūra
سوم	sevom
سوپ	sup
سوی	suy
سپاس	sepâs!
سپاه	sipâh
سپاهیان	sipâhiyân
سپر	sipar
سپری	siparī
سپس	sepas
سکه	sekke
سکوت	sokut
سکونت	sukūnat
سگ	sag
سی	si
سیار	sayyâr
سیاره	sayyâra
سیارک	sayyârak
سیاست	siyâsat
سیاستمدار	siyâsatmadâr
سیاسی	siyâsī
سیاه	siyâh
سیب	sêb
سیب‌زمینی	sib-zamini
سید	sayyid
سیر	sêr
سیستم	sistem
سیل	sayl
سیلاب	silâb
سیم	sīm
سیما	simâ
سینما	sīnamâ
سینه	sīna
سیگار	sīgâr
شاخص	šâxes
شاخه	šâxa
شادی	šâdī
شار	šâr
شاعر	šâ'ir
شام	šâm
شامل	šâmil
شانزدهم	šânzdahom
شانس	šâns
شانسی	šânsi
شاه	šâh
شاهان	šâhân
شاهد	šâhed
شاهزاده	šâhzâde
شاهنشاهی	šâhanšâhī
شاهکار	šâhkâr
شاهی	šâhī
شاگرد	šâgird
شاید	šâyad
شایع	šâye'
شایعات	šâye'ât
شب	šab
شبانه	šabâne
شباهت	šabâhat
شبه	šebh
شبکه	šabake
شبیه	šabīh
شتاب	šitâb
شخص	šaxs
شخصی	šaxsi
شخصیت	šaxsiyyat
شد	šud
شدت	šiddat
شدن	šudan
شدید	šadid
شر	šarr
شراب	šarâb
شرط	šart
شرق	šarq
شرقی	šarqī
شرمنده	šarminda
شروع	šurū'
شروع کردن	šurū' kardan
شرکت	širkat
شریف	šarīf
شریک	šarīk
شستن	šostan
شش	šeš
ششم	šešom
شصت	šast
شطرنج	šatranj
شعار	ši'âr
شعبه	šo'be
شعر	ši'r
شعور	šo'ur
شغل	šuġl
شفاف	šaffâf
شلوار	šalwâr
شلوغ	šoluġ
شلیک	šellik
شما	šumâ
شمار	šomâr
شماره	šumâra
شمال	šamâl
شمالی	šamâlī
شمرده	šemorde
شمسی	šamsī
شمشیر	šamšêr
شمع	šam'
شنا	šenâ
شناخت	šenâxt
شناسایی	šenâsâyi
شنبه	šanba
شنی	šeni
شنیدم	šenidam
شنیدن	šunīdan
شهادت	šahâdat
شهر	šahr
شهرت	šuhrat
شهردار	šahrdâr
شهرداری	šahrdâri
شهرستان	šahrestân
شهرها	šahr-hâ
شهرک	šahrak
شهری	šahrī
شهید	šahīd
شو	šaw
شواهد	šavâhed
شور	šôr
شورا	šūrâ
شورش	šôriš
شوروی	šowravi
شوم	šu'm
شوهر	šawhar
شک	šak
شکار	šikâr
شکایت	šikâyat
شکایت کردن	šekâyat kardan
شکر	šakkar
شکست	šikast
شکستن	šekastan
شکسته	šekaste
شکل	šakl
شکلات	šokolât
شکم	šikam
شکنجه	šikanja
شکوه	šukôh
شی	šay
شیب	šêb
شیخ	šayx
شیر	šêr
شیراز	šêrâz
شیرین	širin
شیشه	šīša
شیطان	šaytân
شیعه	šī'a
شیعیان	šī'iyân
شیمی	šimi
شیمیایی	šimiyâyi
شیوع	šoyu'
شیوه	šêwa
صاحب	sâhib
صاحبان	sâhebân
صادر	sâder
صادرات	sâderât
صادق	sâdiq
صاف	sâf
صبح	subh
صبحانه	sobhâne
صبور	sabur
صحبت	suhbat
صحبت کردن	sohbat kardan
صحنه	sahna
صحیح	sahīh
صد	sad
صدا	sadâ
صدر	sadr
صدور	sodur
صرف	sarf
صرفه	sarfe
صعود	so'ud
صفت	sifat
صفحات	safahât
صفحه	safha
صفر	safar
صفوی	safawī
صلاحیت	salâhiyyat
صلح	sulh
صلیب	salīb
صمیم	samim
صندلی	sandalī
صندوق	sandūq
صنعت	san'at
صنعتی	san'ati
صورت	sūrat
صورتی	surati
ضبط	zabt
ضخامت	zexâmat
ضد	zedd
ضرب	zarb
ضربه	zarbe
ضروری	zaruri
ضعف	za'f
ضعیف	za'if
ضلع	zel'
ضمن	zemn
ضمیمه	zamime
طبق	tebq
طبقه	tabaqa
طبیعت	tabi'at
طبیعی	tabi'i
طراح	tarâh
طراحی	tarâhī
طرح	tarh
طرز	tarz
طرف	taraf
طرفدار	tarafdâr
طرفین	tarafeyn
طریق	tarīq
طعم	ta'm
طعنه	ta'na
طلا	tillâ
طلاق	talâq
طلایی	talâyi
طلب	talab
طنز	tanz
طور	tawr
طوفان	tūfân
طول	tūl
طولانی	tulâni
طی	teyy-e
طیف	tayf
ظاهر	zâher
ظاهرا	zâheran
ظرف	zarf
ظرفیت	zarfiyyat
ظریف	zarif
ظهر	zuhr
ظهور	zohur
عادت	'âdat
عادی	âdi
عاریت	âriyat
عازم	âzim
عاشق	âšiq
عاشقانه	âšeqâne
عالم	âlam
عالی	'âli
عام	âmm
عامل	âmil
عبارت	ibârat
عباسی	abbâsī
عبری	'ebri
عبور	obur
عثمانی	osmâni
عجله	ajala
عجیب	'ajib
عد	'edd
عدد	adad
عدم	adam
عده	idda
عراقی	'erâqi
عرب	arab
عربی	arabī
عرض	'arz
عرضه	arza
عروسی	arusi
عشق	išq
عصاره	usâra
عصب	'asab
عصبی	'asabi
عصر	asr
عضله	'azole
عضو	uzw
عضویت	uzwiyyat
عظیم	'azim
عظیمی	'azimi
عفونت	ofunat
عقب	aqab
عقل	aql
عقیده	aqīda
علاقه	alâqa
علامت	alâmat
علاوه	'elâve
علت	'ellat
علم	ilm
علمی	ilmī
علوم	'olum
علی	'alâ
علیه	aleyh-e
عمارت	imârat
عمده	umda
عمر	umr
عمق	umq
عمل	amal
عملکرد	amalkard
عملی	'amali
عملیات	amaliyyât
عمو	amô
عمودی	'amudi
عموم	umūm
عمومی	umūmī
عمیق	amīq
عنصر	unsur
عنوان	unwân
عنکبوت	ankabūt
عهد	ahd
عهده	uhda
عوارض	awâriz
عوامل	'avâmel
عوض	iwaz
عوض کردن	avaz kardan
عکاسی	'akkâsi
عکس	aks
عید	īd
عیسی	īsâ
عین	ayn
عینک	aynak
غار	ġâr
غارت	ġârat
غاز	ġâz
غالب	ġâlib
غذا	ġizâ
غر	ġar
غرب	ġarb
غربی	ġarbī
غرق	ġarq
غروب	ġorub
غریبی	ġarībī
غلبه	ġalaba
غلط	ġalat
غلیظ	ġalīz
غمگینی	ġamgīnī
غنی	ġanī
غو	ġav
غوغا	ġawġâ
غیر	ġeyr
غیررسمی	ġeyr-e-rasmi
غیرقانونی	ġeyr-e-qânuni
غیرممکن	ġeyr-e-momken
فاجعه	fâji'a
فارس	fârs
فارسی	fârsī
فارغ	fâreġ
فاصله	fâsila
فاقد	fâqed
فانی	fâni
فتح	fath
فدراسیون	federâsyon
فر	farr
فرآیند	far-âyand
فراتر	farâtar
فرار	farâr
فرار کردن	farâr kardan
فراز	farâz
فراموش	farâmuš
فراموش کردن	farâmôš kardan
فرانسوی	farânsawī
فراهم	farâham
فراوان	farâvân
فرد	fard
فردا	fardâ
فرزند	farzand
فرزندان	farzand-ân
فرستاده	ferestâde
فرش	farš
فرصت	forsat
فرض	farz
فرعی	far'ī
فرق	farq
فرم	form
فرمان	farmân
فرماندار	farmândâr
فرمانده	farmândih
فرمول	formul
فرهنگ	farhang
فرهنگی	farhangi
فرو	foru
فروختن	furôxtan
فرود	forud
فرودگاه	furūdgâh
فروش	furôš
فروشنده	furôšanda
فروشگاه	furôšgâh
فروند	farvand
فروپاشی	furôpâšī
فری	fari
فریاد	faryâd
فریاد زدن	faryâd zadan
فساد	fasâd
فشار	fešâr
فصل	fasl
فضا	fazâ
فضایی	fazâyī
فعال	fa'âl
فعالیت	fa'âliyat
فعل	fi'l
فعلی	fe'li
فقر	faqr
فقط	faqat
فقه	fiqh
فقیر	faqīr
فلز	filizz
فلسفه	falsafa
فن	fann
فناوری	fanâvari
فنجان	finjân
فهرست	fihrist
فهم	fahm
فهمیدن	fahmīdan
فوت	fut
فوتبال	fūtbâl
فوق	fowq
فولاد	fôlâd
فون	fôn
فکر	fikr
فکر کردن	fekr kardan
فی	fi
فیزیک	fizik
فیزیکی	fiziki
فیل	fil
فیلم	fīlm
فیلمنامه	filmnâme
فیلمی	filmi
فیلیپ	filip
فینال	finâl
قائل	qâ'il
قابل	qâbil
قابلیت	qâbeliyyat
قاتل	qâtel
قاجار	qâjâr
قادر	qâder
قاره	qârra
قاشق	qâšuq
قاصر	qâser
قاضی	qâzī
قاعده	qâ'ida
قالب	qâlib
قانع	qâne'
قانون	qânūn
قانونی	qânūnī
قاچاق	qâčâq
قایق	qâyiq
قبر	qabr
قبل	qabl
قبلا	qablan
قبول	qabul
قبول کردن	qabul kardan
قبیل	qabil
قبیله	qabīla
قت	qot
قتل	qatl
قحطی	qahti
قد	qadd
قدر	qadr
قدرت	qudrat
قدرتمند	qodratmand
قدم	qadam
قدمت	qedmat
قدیم	qadīm
قدیمی	qadimi
قر	qer
قرار	qarâr
قرارداد	qarârdâd
قربانی	qorbâni
قربانیان	qorbâniân
قرص	qors
قرض	qarz
قرمز	qirmiz
قرن	qarn
قرون	qurūn
قسمت	qismat
قصد	qasd
قضاوت	qazâvat
قضیه	qaziyya
قط	qat
قطار	qatâr
قطب	qotb
قطر	qutr
قطع	qat'
قطعنامه	qat'nâme
قطعه	qit'a
قطعی	qat'ī
قفل	qofl
قلب	qalb
قلبی	qalbi
قلعه	qal'a
قلم	qalam
قلمرو	qalamraw
قله	qulla
قمری	qamarī
قهرمان	qahramân
قهرمانان	qahramânân
قهوه	qahwa
قهوه‌ای	qahve-yi
قوانین	qavânin
قول	qawl
قوم	qawm
قومی	qawmī
قوی	qawī
قویا	qaviyan
قیافه	qiyâfe
قیام	qiyâm
قیمت	qīmat
لا	lâ
لات	lât
لازم	lâzem
لام	lâm
لایحه	lâyehe
لایه	lâya
لب	lab
لباس	libâs
لبخند	labxand
لبه	laba
لحاظ	lehâz
لحظه	lahze
لذا	lezâ
لذت	lezzat
لرزه	larze
لزوما	lozuman
لس	las
لشکر	laškar
لطفا	lutfan
لغت	luġat
لغو	laġv
لقب	laqab
له	lih
لهجه	lahja
لو	law
لوازم	lawâzim
لوس	lôs
لوله	lule
لکه	lakke
لی	li
لیزر	leyzer
لیسانس	lisâns
لیست	list
لیوان	livân
لیگ	lig
مأمور	ma'mūr
مأموران	ma'murân
مأموریت	ma'mūriyyat
مؤثر	mu'assir
مؤسسه	mu'assasa
مؤلف	mu'allif
ما	mâ
ماجرا	mâjarâ
مادر	mâdar
مادربزرگ	mâdar-buzurg
مادری	mâdari
ماده	mâda
مارک	mârk
ماست	mâst
ماسک	mâsk
ماشین	mâšīn
ماشینی	mâšini
مال	mâl
مالک	mâlik
مالی	mâli
مالیات	mâliyât
مان	-emân
ماند	mând
ماندن	mândan
مانده	mânde
ماندگار	mândegâr
مانع	mâne'
مانند	-mânand
مانید	mânīd
ماه	mâh
ماهواره	mâhvâre
ماهی	mâhī
ماهیان	mâhi-ân
ماهیت	mâhiyyat
مایع	mâyi'
مایل	mâyl
مایک	mâyk
مباحث	mabâhes
مبارزه	mubâraza
مبارک	mubârak
مبتلا	mobtalâ
مبتنی	mobtani
مبلغ	mablaġ
مبلمان	moblemân
مبهم	mubham
متحد	muttahid
متحرک	mutaharrik
متخاصم	motaxâsem
متخصص	motaxasses
متداول	mutadâwal
متر	metr
مترجم	mutarjim
متشکرم	motšakkeram
متشکل	motešakkel
متصل	mottasel
متعدد	mota'added
متعلق	muta'alliq
متغیر	mutaġayyir-
متفاوت	motafâvet
متقابل	mutaqâbil
متمایز	mutamâyiz
متمرکز	motamarkez
متن	matn
متناسب	mutanâsib
متنوع	motanavve'
متهم	mottaham
متوالی	mutawâlī
متوجه	mutawajjih
متوسط	motavasset
متوقف	motevaqqef
متولد	mutawallid
متون	mutūn
مثال	misâl
مثبت	musbat
مثل	misl
مثلا	masalan
مثلث	mosallas
مجازات	mujâzât
مجازی	majâzi
مجاهدین	mujâhidīn
مجاور	mojâver
مجاورت	mujâwarat
مجبور	majbur
مجتمع	mojtame'
مجدد	mojaddad
مجرم	mojrem
مجروح	majruh
مجری	mojrâ
مجسمه	mojassame
مجلات	majallât
مجلس	majlis
مجله	majalla
مجمع	majma'
مجموعه	majmū'a
مجهز	mojahhaz
مجوز	mujawwiz
محاسبه	muhâsaba
محاصره	muhâsara
محافظت	muhâfazat
محاکمه	muhâkama
محبوب	mahbūb
محتوا	mohtavâ
محدود	mahdud
محدودیت	mahdūdiyyat
محرم	mahram
محروم	mahrūm
محرک	moharrek
محصول	mahsūl
محصولات	mahsūlât
محض	mahz
محقق	muhaqqaq
محل	mahall
محله	mahalle
محلی	mahalli
محور	mehvar
محوطه	muhawwata
محکم	mohkam
محکمه	mahkama
محکوم	mahkum
محیط	mohit
محیط زیست	mohit-e zist
مخاطب	muxâtab
مخالف	moxâlef
مخالفان	moxâlefân
مخالفت	muxâlifat
مختلف	muxtalif
مخزن	maxzan
مخصوص	maxsus
مخفی	maxfi
مخلوط	maxlut
مد	mod
مداد	midâd
مدار	madâr
مدارس	madâres
مدارک	madârek
مدافع	mudâfi'
مدال	medâl
مدام	mudâm
مداوم	modâvem
مدت	muddat
مدرسه	madrasa
مدرک	madrak
مدعی	mudda'ī
مدل	model
مدنی	madani
مدیر	mudīr
مدیریت	modiriyyat
مذاکرات	mozâkerât
مذاکره	muzâkara
مذهب	mazhab
مذهبی	mazhabī
مذکور	mazkur
مرا	marâ
مراتب	marâteb
مراجعه	morâje'e
مراحل	marâhel
مراسم	marâsim
مراکز	marâkez
مربع	morabba'
مربوط	marbut
مربی	murabbī
مرتب	murattab
مرتبط	mortabet
مرتبه	martaba
مرجع	marja'
مرحله	marhala
مرخصی	muraxxasī
مرد	mard
مرداب	murdâb
مردان	mardân
مردانه	mardâne
مردم	mardum
مردمان	mardumân
مردمی	mardomi
مردن	mordan
مرده	morde
مردی	mardi
مرز	marz
مرزها	marz-hâ
مرطوب	martub
مرغ	murġ
مروارید	morvârid
مرور	murūr
مرکب	murakkab
مرکز	markaz
مرکزی	markazi
مرگ	marg
مری	meri
مریخ	merrix
مریض	marīz
مزرعه	mazra'a
مزیت	maziyyat
مس	mis
مسئله	mas'ala
مسئول	mas'ul
مسئولیت	mas'ūliyyat
مسائل	masâ'il
مسابقه	musâbaqa
مساجد	masâjid
مساحت	masâhat
مسافت	masâfat
مسافر	musâfir
مسافران	mosâfer-ân
مساوی	mosâvi
مستطیل	mostatil
مستقر	mustaqirr
مستقل	mostaqel
مستقیم	mustaqīm
مستند	mustanad
مسجد	masjid
مسدود	masdud
مسلح	mosallah
مسلمان	musalmân
مسلمانان	mosalmânân
مسن	mosen
مسکن	maskan
مسیح	masīh
مسیحی	masihi
مسیحیان	masêhiyân
مسیحیت	masihiyyat
مسیر	masīr
مشابه	mošâbeh
مشارکت	mošârekat
مشاهده	mušâhada
مشاور	mušâwir
مشاوره	mošâvere
مشتاق	muštâq
مشترک	muštarak
مشتری	muštarī
مشتق	moštaq
مشخص	mošaxxas
مشغول	mašġul
مشهد	mašhad
مشهور	mašhūr
مشهورترین	mašhur-tarin
مشکل	muškil
مشکلات	moškelât
مشکوک	maškuk
مصاحبه	mosâhebe
مصالح	masâlih
مصالحه	musâlaha
مصر	misr
مصرف	masraf
مصنوعی	masnu'i
مطابق	mutâbiq
مطالعه	mutâla'a
مطبوعات	matbu'ât
مطرح	matrah
مطلب	matlab
مطلق	motlaq
مطلوب	matlub
مطمئن	motma'en
معادل	mo'âdel
معادله	mu'âdila
معادن	ma'âden
معاصر	mu'âsir
معاف	mu'âf
معالجه	mu'âlaja
معامله	mu'âmala
معانی	ma'âni
معاون	mo'âven
معاینه	mo'âyene
معبد	ma'bad
معتبر	mo'tabar
معتدل	mo'tadel
معتقد	mo'taqed
معدن	ma'dan
معدنی	ma'dani
معدود	ma'dūd
معرض	ma'raz
معرفت	ma'rifat
معروف	ma'rūf
معلم	mu'allim
معلوم	ma'lūm
معمار	me'mâr
معماری	me'mâri
معمول	ma'mul
معمولا	ma'mulan
معمولی	ma'muli
معنوی	ma'navi
معنی	ma'nī
معیار	mi'yâr
معین	mu'ayyan
مغازه	maġâza
مغز	maġz
مغلوب	maġlub
مفصل	mafsil
مفهوم	mafhum
مفید	mufīd
مفیدتر	mofid-tar
مقابل	muqâbil
مقابله	moqâbele
مقاله	maqâla
مقام	maqâm
مقامات	maqâmât
مقاوم	moqâvem
مقاومت	muqâwamat
مقایسه	muqâyasa
مقبره	maqbare
مقدار	miqdâr
مقدس	muqaddas
مقدماتی	moqaddamâti
مقدمه	moqaddame
مقر	maqar
مقررات	muqarrarât
مقصد	maqsad
مقطع	maqta'
مقیاس	meqyâs
مقیم	muqīm
ملاقات	mulâqât
ملاقات کردن	molâqât kardan
ملت	millat
ملحق	mulhaq
ملل	melal
ملک	malak
ملکه	malika
ملی	millī
ممنوع	mamnu'
ممنون	mamnun
ممکن	momken
من	man
منابع	manâbi'
مناسب	monâseb
مناسبت	munâsabat
مناطق	manâteq
منافع	manâfi'
منبع	manba'
منتشر	montašer
منتظر	muntazir
منتقدان	montaqedân
منتقل	montaqel
منحصر	munhasir
منزل	manzil
منسوب	mansūb
منشأ	manša'
منصوب	mansub
منطق	manteq
منطقه	mintaqa
منطقی	manteqi
منظر	manzar
منظم	monazzam
منظور	manzūr
منع	man'
منفجر	monfajer
منفرد	monfared
منفعت	manfa'at
منفی	manfī
منی	mani
مه	mah
مهاجر	mohâjer
مهاجرت	muhâjarat
مهاجم	muhâjim
مهار	mahâr
مهارت	mahârat
مهر	mahr
مهربان	mihrabân
مهربانی	mihrabânī
مهره	muhra
مهم	mohemm
مهمان	mihmân
مهمانی	mihmânī
مهندس	muhandis
مهندسان	mohandesân
مهندسی	muhandisī
مو	mu
مواجه	movâjeh
موازی	movâzi
موافق	movâfeq
موافقت	muwâfaqat
مواقع	mavâqe'
موبایل	mobâil
موتور	motor
موج	mowj
موجب	mujeb
موجود	mawjūd
مورخ	movarrex
مورد	mowred
موز	môz
موزه	môza
موزیسین	muzisiyan
موزیک	muzik
موسسه	mo'assese
موسوم	mowsum
موسیقی	mūsīqī
موش	mūš
موشک	mūšak
موضع	mawzi'
موضوع	mawzū'
موضوعات	mawzū'ât
موفق	muwaffaq
موفقیت	muwaffaqiyyat
موقت	movaqqat
موقع	mawqi'
موقعیت	mawqi'iyyat
مولکول	molekul
مولکولی	molekuli
موم	mum
مک	mak
مکان	makân
مکانیک	mekânik
مکانیکی	mekâniki
مکتب	maktab
مکرر	mokarrar
مکعب	moka'ab
مکمل	mukammil
مگ	mag
مگر	magar
می	may
میان	miyân
میانگین	miyângīn
میخ	mix
میدان	maydân
میدانی	meydâni
میر	mīr
میراث	mirâs
میرزا	mīrzâ
میز	mêz
میزان	mīzân
میزبان	mêzbân
میل	meyl
میلاد	mīlâd
میلادی	mīlâdī
میلیون	milyun
میوه	mêwa
میگو	meygu
می‌آید	mi-âyad
می‌آیم	mi-âyam
می‌بینم	mi-binam
می‌خواهم	mi-xâham
می‌خورم	mi-xoram
می‌رود	mi-ravad
می‌روم	mi-ravam
می‌نوشم	mi-nušam
می‌کند	mi-konad
می‌کنم	mi-konam
می‌گویم	mi-guyam
نا	nâ-
نابود	nâbūd
ناحیه	nâhiya
نادر	nâdir
ناراحت	nârâhat
نارنجی	nârenji
نازپرورده	nâzparvarde
نازک	nâzok
نازی	nâzi
ناشناس	nâšenâs
ناشی	nâši
ناظر	nâzir
ناقص	nâqis
ناقوس	nâqus
نام	nâm
نامزد	nâmzad
نامزدی	nâmzadī
نامه	nâma
ناموفق	nâ-movaffaq
نامی	nâmi
نامید	nâmid
نان	nân
ناهار	nâhâr
ناپدید	nâpadid
ناچار	nâčâr
ناگهان	nâgahân
نایب	nâ'ib
نبرد	nabard
نبش	nabš
نبود	na-bud
نت	not
نتایج	natâyej
نتیجه	natīja
نجات	najât
نحوه	nahve
نخست	nuxust
نخستین	nuxustīn
ندارد	nadârad
ندارم	nadâram
نر	nar
نرخ	nerx
نرم	narm
نزد	nazd-e
نزدیک	nazdīk
نزدیکی	nazdiki
نسبت	nisbat
نسبتا	nisbatan
نسبی	nisbī
نسخه	nusxa
نسل	nasl
نشان	nišân
نشانه	nešâne
نشانگر	nišângar
نشانی	nišânī
نشریه	našriyya
نشست	nešast
نشستن	nešastan
نصب	nasb
نصف	nisf
نظارت	nizârat
نظام	nizâm
نظامی	nizâmī
نظر	nazar
نظریه	nazariyya
نظیر	nazīr
نفت	naft
نفر	nafar
نفس	nafas
نفس کشیدن	nafas kešidan
نفع	naf'
نفوذ	nufūz
نفیس	nafis
نقاش	naqqâš
نقاشی	naqqâšī
نقاط	neqât
نقد	naqd
نقره	nuqra
نقش	naqš
نقشه	naqša
نقص	naqs
نقض	naqz
نقطه	nuqta
نقل	naql
نما	namâ
نماد	namâd
نماز	namâz
نمایان	nemâyân
نمایش	namâyiš
نمایشگاه	namâyišgâh
نمایشی	namâyišī
نماینده	namâyande
نمایندگان	namâyandegân
نمایندگی	namâyandagī
نمره	nomre
نمودار	nemudâr
نمودن	namudan
نمونه	namūna
نمک	namak
نه	na
نهاد	nahâd
نهار	nahâr
نهایت	nehâyat
نهایی	nahâyi
نهضت	nahzat
نهم	nuhum
نو	naw
نواختن	navâxtan
نوار	navâr
نوازنده	navâzande
نوبت	nawbat
نوجوان	naw-jawân
نوجوانان	nowjavânân
نور	nur
نوزاد	nowzâd
نوزدهم	nuzdahom
نوشت	nevešt
نوشتن	nawištan
نوشته	nawišta
نوشید	nušid
نوشیدن	nôšīdan
نوک	nôk
نویس	navis
نویسنده	nawīsanda
نویسندگان	nevisandegân
نویسندگی	nawīsandagī
نوین	nawīn
نژاد	-nežâd
نژادی	nežâdi
نکات	nokât
نکته	nukta
نگارش	negâreš
نگاه	negâh
نگاه کردن	nigâh kardan
نگران	negarân
نگرانی	nigarânī
نگهداری	negahdâri
نگین	negin
نی	nay
نیاز	niyâz
نیازمند	niyâzmand
نیام	niyâm
نیرو	nêrô
نیروها	niru-hâ
نیروگاه	nirugâh
نیز	niz
نیست	nêst
نیستم	nistam
نیستی	nêstī
نیم	nim
نیمه	nime
نیک	nik
ها	hâ
هار	hâr
هتل	hotel
هجوم	hojum
هخامنشی	haxâmanišī
هدایت	hidâyat
هدف	hadaf
هدیه	hadiya
هر	har
هرچند	harčand
هرچه	harče
هرگز	hargez
هزار	hazâr
هزاره	hazâra
هزینه	hazine
هست	hast
هستم	hastam
هستند	hastand
هستی	hastī
هستیم	hastim
هشت	hašt
هشتاد	haštâd
هشتم	haštom
هشدار	hošdâr
هفت	haft
هفتاد	haftâd
هفتم	haftom
هفدهم	hefdahom
هلن	helen
هلو	holu
هم	ham
همان	hamân
همانند	hamânand
هماهنگ	hamâhang
هماهنگی	hamâhangi
همدیگر	hamdigar
همراه	hamrâh-e
همراهی	hamrâhī
